	ENST_Nested	ENST_Host	geneChr_Nested	geneStart_Nested	geneEnd_Nested	SYMBOL_Nested	Strand_Nested	biotype_Nested	geneChr_Host	geneStart_Host	geneEnd_Host	SYMBOL_Host	Strand_Host	biotype_Host	Overlap_size	Strandness	pairid	seqnames	start	end	width	strand	V5	annotation	genic	Intergenic	Promoter	fiveUTR	threeUTR	Exon	Intron	downstream	distal_intergenic	exon_intron_number	exon_intron_total_number
12023	ENST00000647677.1_1	ENST00000635120.2_8	chr8	3266654	3284109	AC026991.2	+	lncRNA	chr8	2792882	4852436	CSMD1	-	protein_coding	17455	opposite	2185_ID	chr8	3266655	3284109	17455	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	13	70
12967	ENST00000667090.1_1	ENST00000297405.10_5	chr8	114444452	114445358	AC055788.2	+	lncRNA	chr8	113235156	114449168	CSMD3	-	protein_coding	906	opposite	2334_ID	chr8	114444453	114445358	906	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	70
13036	ENST00000668818.1_1	ENST00000297405.10_5	chr8	113458803	113470222	AC024996.1	+	lncRNA	chr8	113235156	114449168	CSMD3	-	protein_coding	29112	opposite	2042_ID	chr8	113458804	113470222	11419	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	32	70
2493	ENST00000394957.8_4	ENST00000224721.12_5	chr10	73507312	73533277	VSIR	-	protein_coding	chr10	73156676	73575704	CDH23	+	protein_coding	25965	opposite	12896_ID	chr10	73507313	73533277	25965	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	38	69
5087	ENST00000459326.1	ENST00000620676.6_7	chr1	12567299	12567451	SNORA59A	+	snoRNA	chr1	12290086	12572099	VPS13D	+	protein_coding	152	same	12186_ID	chr1	12567300	12567451	152	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	69	69
6791	ENST00000519684.5_1	ENST00000373388.6_4	chr1	34326075	34330392	HMGB4	+	protein_coding	chr1	33979598	34631443	CSMD2	-	protein_coding	4317	opposite	7246_ID	chr1	34326076	34330392	4317	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	69
6824	ENST00000520815.1_3	ENST00000635120.2_8	chr8	3230874	3232748	AC026991.1	-	lncRNA	chr8	2792882	4852436	CSMD1	-	protein_coding	1874	same	2184_ID	chr8	3230875	3232748	1874	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	18	69
7505	ENST00000550175.1_3	ENST00000388887.7_2	chr12	104062352	104063184	AC025265.3	-	lncRNA	chr12	103981050	104160497	STAB2	+	protein_coding	832	opposite	2070_ID	chr12	104062353	104063184	832	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	20	69
7532	ENST00000551905.1_3	ENST00000388887.7_2	chr12	104048557	104051773	AC025265.2	-	lncRNA	chr12	103981050	104160497	STAB2	+	protein_coding	3216	opposite	2069_ID	chr12	104048558	104051773	3216	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	14	69
8861	ENST00000579621.2_4	ENST00000262442.9_4	chr17	11778043	11784987	AC005209.1	-	lncRNA	chr17	11501786	11873065	DNAH9	+	protein_coding	6944	opposite	250_ID	chr17	11778044	11784987	6944	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	53	69
9181	ENST00000581372.1	ENST00000635120.2_8	chr8	4250343	4250612	RN7SL872P	+	misc_RNA	chr8	2792882	4852436	CSMD1	-	protein_coding	269	opposite	10496_ID	chr8	4250344	4250612	269	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	69
12020	ENST00000647648.1_1	ENST00000635120.2_8	chr8	4490586	4493176	AC022068.1	+	lncRNA	chr8	2792882	4852436	CSMD1	-	protein_coding	2590	opposite	1819_ID	chr8	4490587	4493176	2590	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	69
12322	ENST00000653453.1_1	ENST00000635120.2_8	chr8	4353913	4360914	AC010941.1	+	lncRNA	chr8	2792882	4852436	CSMD1	-	protein_coding	7001	opposite	1162_ID	chr8	4353914	4360914	7001	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	69
12744	ENST00000662460.1_1	ENST00000373388.6_4	chr1	34335782	34359325	CSMD2-AS1	+	lncRNA	chr1	33979598	34631443	CSMD2	-	protein_coding	24774	opposite	6719_ID	chr1	34335783	34359325	23543	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	69
12937	ENST00000666533.1_1	ENST00000635120.2_8	chr8	4174909	4186549	AC027251.1	+	lncRNA	chr8	2792882	4852436	CSMD1	-	protein_coding	11640	opposite	2200_ID	chr8	4174910	4186549	11640	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	69
6008	ENST00000510449.2_2	ENST00000295888.9_3	chr4	85717766	85731556	WDFY3-AS1	+	lncRNA	chr4	85590749	85887843	WDFY3	-	protein_coding	13790	opposite	12907_ID	chr4	85717767	85731556	13790	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	14	68
9825	ENST00000584990.1	ENST00000262442.9_4	chr17	11644692	11644781	AC005701.1	-	miRNA	chr17	11501786	11873065	DNAH9	+	protein_coding	89	opposite	334_ID	chr17	11644693	11644781	89	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	29	68
11361	ENST00000616832.1_1	ENST00000582970.5_2	chr17	78307640	78308166	AC124319.2	-	lncRNA	chr17	78234666	78372586	RNF213	+	protein_coding	526	opposite	4011_ID	chr17	78307641	78308166	526	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	22	68
1253	ENST00000364772.1	ENST00000471714.6_4	chr3	100671470	100671577	RNU6-865P	+	snRNA	chr3	100467999	100712265	ABI3BP	-	protein_coding	107	opposite	11570_ID	chr3	100671471	100671577	107	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	67
5176	ENST00000462094.2	ENST00000295888.9_3	chr4	85608880	85609171	RN7SL552P	-	misc_RNA	chr4	85590749	85887843	WDFY3	-	protein_coding	291	same	10267_ID	chr4	85608881	85609171	291	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	62	67
6324	ENST00000516253.1	ENST00000295888.9_3	chr4	85807538	85807639	RNU6-469P	-	snRNA	chr4	85590749	85887843	WDFY3	-	protein_coding	101	same	11264_ID	chr4	85807539	85807639	101	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	67
8350	ENST00000572950.1_1	ENST00000598234.6_5	chr16	11559115	11567030	AC099489.3	+	lncRNA	chr16	11465871	11621101	AC099489.1	-	protein_coding	7915	opposite	3362_ID	chr16	11559116	11567030	7915	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	21	67
8431	ENST00000576808.1_1	ENST00000582970.5_2	chr17	78289450	78290433	AC124319.1	+	lncRNA	chr17	78234666	78372586	RNF213	+	protein_coding	983	same	4010_ID	chr17	78289451	78290433	983	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	15	67
9467	ENST00000582950.1	ENST00000320955.8_4	chr15	42158692	42158749	MIR4310	-	miRNA	chr15	42140343	42186251	SPTBN5	-	protein_coding	57	same	8506_ID	chr15	42158693	42158749	57	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	36	67
10110	ENST00000592332.1_1	ENST00000264828.4_4	chr19	10106672	10107839	AC008742.1	+	lncRNA	chr19	10070236	10121180	COL5A3	-	protein_coding	1167	opposite	796_ID	chr19	10106673	10107839	1167	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	12	67
2862	ENST00000408630.2	ENST00000371117.8_4	chr6	51926412	51926504	AL590391.1	-	miRNA	chr6	51480096	51952411	PKHD1	-	protein_coding	92	same	5764_ID	chr6	51926413	51926504	92	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	14	66
5624	ENST00000492489.2	ENST00000371117.8_4	chr6	51840457	51840755	RN7SL580P	+	misc_RNA	chr6	51480096	51952411	PKHD1	-	protein_coding	298	opposite	10283_ID	chr6	51840458	51840755	298	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	35	66
12927	ENST00000666389.1_4	ENST00000371817.8_2	chr9	137662496	137667517	AL645768.1	-	lncRNA	chr9	137533648	137736689	COL5A1	+	protein_coding	5021	opposite	5865_ID	chr9	137662497	137667517	5021	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	26	66
1485	ENST00000371813.5_4	ENST00000371817.8_2	chr9	137541230	137544919	COL5A1-AS1	-	lncRNA	chr9	137533648	137736689	COL5A1	+	protein_coding	3689	opposite	6690_ID	chr9	137541231	137544919	3689	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	65
4411	ENST00000442449.1_3	ENST00000421865.3_3	chr6	129800759	129802555	AL356124.2	-	lncRNA	chr6	129204282	129837711	LAMA2	+	protein_coding	1796	opposite	5371_ID	chr6	129800760	129802555	1796	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	55	65
8615	ENST00000578135.1	ENST00000598234.6_5	chr16	11571887	11572132	RN7SL522P	+	misc_RNA	chr16	11465871	11621101	AC099489.1	-	protein_coding	245	opposite	10249_ID	chr16	11571888	11572132	245	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	17	65
11272	ENST00000614738.1_1	ENST00000316623.10_4	chr15	48821176	48821925	AC022467.1	-	lncRNA	chr15	48700509	48937906	FBN1	-	protein_coding	749	same	1869_ID	chr15	48821177	48821925	749	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	8	65
12333	ENST00000653789.1_3	ENST00000316623.10_4	chr15	48816504	48818248	AC022467.2	+	lncRNA	chr15	48700509	48937906	FBN1	-	protein_coding	1744	opposite	1870_ID	chr15	48816505	48818248	1744	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	65
6490	ENST00000516745.1	ENST00000421865.3_3	chr6	129758019	129758125	RNU6-861P	-	snRNA	chr6	129204282	129837711	LAMA2	+	protein_coding	106	opposite	11566_ID	chr6	129758020	129758125	106	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	41	64
30921	ENST00000410454.1	ENST00000428762.6_6	chr7	103124654	103124986	RN7SKP86	-	misc_RNA	chr7	103112235	103630105	RELN	-	protein_coding	332	same	9929_ID	chr7	103124655	103124986	332	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	61	64
1711	ENST00000384006.1	ENST00000378653.8_9	chrX	36040055	36040162	RNU6-641P	-	snRNA	chrX	35937850	36403432	CFAP47	+	protein_coding	107	opposite	11400_ID	chrX	36040056	36040162	107	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	22	63
6208	ENST00000515913.1	ENST00000358350.9_4	chr4	48576469	48576537	RNU5E-3P	-	snRNA	chr4	48499373	48782296	FRYL	-	protein_coding	68	same	10747_ID	chr4	48576470	48576537	68	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	25	63
9198	ENST00000581502.1_1	ENST00000389658.4_4	chr18	7076815	7080122	AP005062.1	+	lncRNA	chr18	6941740	7117796	LAMA1	-	protein_coding	3307	opposite	6283_ID	chr18	7076816	7080122	3307	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	63
9780	ENST00000584722.1_1	ENST00000389658.4_4	chr18	6954675	6957418	AP002409.1	+	lncRNA	chr18	6941740	7117796	LAMA1	-	protein_coding	2743	opposite	6186_ID	chr18	6954676	6957418	2743	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	56	63
3975	ENST00000430438.1_3	ENST00000325239.11_1	chr10	50091999	50143258	AC060234.3	-	lncRNA	chr10	49892920	50191001	WDFY4	+	protein_coding	51259	opposite	2344_ID	chr10	50092000	50143258	51259	*	-	Exon	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	44	62
8401	ENST00000575612.1_1	ENST00000261383.3_3	chr16	21132078	21141429	AC008551.1	+	lncRNA	chr16	20944432	21170762	DNAH3	-	protein_coding	9351	opposite	745_ID	chr16	21132079	21141429	9351	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	8	62
9725	ENST00000584392.1	ENST00000389658.4_4	chr18	6972706	6972988	RN7SL537P	-	misc_RNA	chr18	6941740	7117796	LAMA1	-	protein_coding	282	same	10259_ID	chr18	6972707	6972988	282	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	47	62
10218	ENST00000596081.1	ENST00000278616.8_1	chr11	108130254	108136480	AP001925.1	-	protein_coding	chr11	108093558	108239826	ATM	+	protein_coding	6226	opposite	6169_ID	chr11	108130255	108136480	6226	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	16	62
1514	ENST00000374160.7_3	ENST00000325239.11_1	chr10	50117527	50122277	LRRC18	-	protein_coding	chr10	49892920	50191001	WDFY4	+	protein_coding	4750	opposite	7856_ID	chr10	50117528	50122277	4750	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	47	61
2146	ENST00000385069.1	ENST00000357162.6_2	chr8	100548863	100548958	MIR599	-	miRNA	chr8	100025493	100889808	VPS13B	+	protein_coding	95	opposite	9001_ID	chr8	100548864	100548958	95	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	30	61
2585	ENST00000401250.1	ENST00000357162.6_2	chr8	100549013	100549089	MIR875	-	miRNA	chr8	100025493	100889808	VPS13B	+	protein_coding	76	opposite	9094_ID	chr8	100549014	100549089	76	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	30	61
3744	ENST00000423256.1_1	ENST00000325239.11_1	chr10	50086066	50086694	AC035139.1	+	lncRNA	chr10	49892920	50191001	WDFY4	+	protein_coding	628	same	2267_ID	chr10	50086067	50086694	628	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	43	61
3899	ENST00000428419.1_3	ENST00000645780.1_1	chr13	32599450	32605776	FRY-AS1	-	lncRNA	chr13	32420849	32873242	FRY	+	protein_coding	6326	opposite	7084_ID	chr13	32599451	32605776	6326	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	61
5626	ENST00000492591.2	ENST00000357162.6_2	chr8	100626013	100626306	RN7SL350P	-	misc_RNA	chr8	100025493	100889808	VPS13B	+	protein_coding	293	opposite	10123_ID	chr8	100626014	100626306	293	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	33	61
6827	ENST00000520844.1_3	ENST00000357162.6_2	chr8	100103965	100106288	AC107909.2	-	lncRNA	chr8	100025493	100889808	VPS13B	+	protein_coding	2323	opposite	3703_ID	chr8	100103966	100106288	2323	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	61
6900	ENST00000523226.1_2	ENST00000357162.6_2	chr8	100131579	100132809	AC107909.1	+	lncRNA	chr8	100025493	100889808	VPS13B	+	protein_coding	1230	same	3702_ID	chr8	100131580	100132809	1230	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	7	61
6914	ENST00000523658.1_3	ENST00000357162.6_2	chr8	100808842	100811415	AC018442.2	-	lncRNA	chr8	100025493	100889808	VPS13B	+	protein_coding	2573	opposite	1618_ID	chr8	100808843	100811415	2573	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	43	61
12827	ENST00000664118.1_3	ENST00000325239.11_1	chr10	50043585	50053990	AC035139.2	-	lncRNA	chr10	49892920	50191001	WDFY4	+	protein_coding	10405	opposite	2268_ID	chr10	50043586	50053990	10405	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	39	61
2099	ENST00000384993.1	ENST00000356083.8_2	chr9	116971713	116971809	MIR455	+	miRNA	chr9	116917816	117074791	COL27A1	+	protein_coding	96	same	8617_ID	chr9	116971714	116971809	96	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	60
3421	ENST00000414938.1_3	ENST00000302640.12_3	chr3	4790875	4793274	EGOT	-	lncRNA	chr3	4535031	4889524	ITPR1	+	protein_coding	2399	opposite	6880_ID	chr3	4790876	4793274	2399	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	43	60
6555	ENST00000516942.1	ENST00000360013.7_3	chr3	124126537	124126630	RNU6-143P	+	snRNA	chr3	123813557	124440035	KALRN	+	protein_coding	93	same	11030_ID	chr3	124126538	124126630	93	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	13	59
9686	ENST00000584173.1	ENST00000360013.7_3	chr3	124415784	124415883	AC080008.1	-	miRNA	chr3	123813557	124440035	KALRN	+	protein_coding	99	opposite	2693_ID	chr3	124415785	124415883	99	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	54	59
9776	ENST00000584713.1	ENST00000360013.7_3	chr3	123851775	123851872	MIR5002	+	miRNA	chr3	123813557	124440035	KALRN	+	protein_coding	97	same	8805_ID	chr3	123851776	123851872	97	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	59
10697	ENST00000606361.1_1	ENST00000520539.6_5	chr8	103268619	103270049	AP002907.1	+	lncRNA	chr8	103264500	103424928	UBR5	-	protein_coding	1430	opposite	6218_ID	chr8	103268620	103270049	1430	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	58	59
1381	ENST00000365558.1	ENST00000351747.6_3	chr3	57521978	57522085	RNU6-108P	-	snRNA	chr3	57327726	57530071	DNAH12	-	protein_coding	107	same	10824_ID	chr3	57521979	57522085	107	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	58
1768	ENST00000384191.1	ENST00000351747.6_3	chr3	57498176	57498282	RNU6-1181P	+	snRNA	chr3	57327726	57530071	DNAH12	-	protein_coding	106	opposite	10884_ID	chr3	57498177	57498282	106	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	58
3186	ENST00000410948.1	ENST00000547103.6_6	chr12	80737294	80737572	RN7SKP261	-	misc_RNA	chr12	80493316	80774659	OTOGL	+	protein_coding	278	opposite	9862_ID	chr12	80737295	80737572	278	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	44	58
4518	ENST00000445982.5_1	ENST00000361445.9_5	chr1	11203954	11209594	MTOR-AS1	+	lncRNA	chr1	11166591	11322608	MTOR	-	protein_coding	5640	opposite	9180_ID	chr1	11203955	11209594	5640	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	32	58
7800	ENST00000559589.1_3	ENST00000561311.5_1	chr15	62975114	62982647	AC100839.1	-	lncRNA	chr15	62853563	63136830	TLN2	+	protein_coding	7533	opposite	3437_ID	chr15	62975115	62982647	7533	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	11	58
445	ENST00000317605.6_2	ENST00000357115.9_7	chr4	151503302	151505845	MAB21L2	+	protein_coding	chr4	151185586	151936879	LRBA	-	protein_coding	2543	opposite	7898_ID	chr4	151503303	151505845	2543	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	41	57
1554	ENST00000376819.4_2	ENST00000361445.9_5	chr1	11249411	11256038	ANGPTL7	+	protein_coding	chr1	11166591	11322608	MTOR	-	protein_coding	6627	opposite	5945_ID	chr1	11249412	11256038	6627	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	28	57
1587	ENST00000379919.6_3	ENST00000400445.7_2	chr13	36047925	36050826	MAB21L1	-	protein_coding	chr13	35516423	36246872	NBEA	+	protein_coding	2901	opposite	7897_ID	chr13	36047926	36050826	2901	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	41	57
1956	ENST00000384720.1	ENST00000361445.9_5	chr1	11286310	11286417	RNU6-291P	+	snRNA	chr1	11166591	11322608	MTOR	-	protein_coding	107	opposite	11133_ID	chr1	11286311	11286417	107	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	19	57
2273	ENST00000388402.1	ENST00000561311.5_1	chr15	63116155	63116240	MIR190A	+	miRNA	chr15	62853563	63136830	TLN2	+	protein_coding	85	same	8137_ID	chr15	63116156	63116240	85	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	53	57
3382	ENST00000414098.2_1	ENST00000381340.8_4	chr12	26776301	26802412	AC023051.1	+	lncRNA	chr12	26488284	26986127	ITPR2	-	protein_coding	26111	opposite	1930_ID	chr12	26776302	26802412	26111	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	22	57
5937	ENST00000507934.1_1	ENST00000357115.9_7	chr4	151500240	151502697	AC110813.1	+	lncRNA	chr4	151185586	151936879	LRBA	-	protein_coding	60778	opposite	3803_ID	chr4	151500241	151502697	2457	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	41	57
6701	ENST00000517277.1	ENST00000361445.9_5	chr1	11212406	11212509	RNU6-537P	+	snRNA	chr1	11166591	11322608	MTOR	-	protein_coding	103	opposite	11319_ID	chr1	11212407	11212509	103	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	30	57
7256	ENST00000537724.1_3	ENST00000381340.8_4	chr12	26488796	26489883	AC055720.2	-	lncRNA	chr12	26488284	26986127	ITPR2	-	protein_coding	1087	same	2329_ID	chr12	26488797	26489883	1087	*	-	Exon	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	57	57
7776	ENST00000558940.1_3	ENST00000561311.5_1	chr15	62929370	62937490	MGC15885	-	lncRNA	chr15	62853563	63136830	TLN2	+	protein_coding	8120	opposite	7945_ID	chr15	62929371	62937490	8120	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	57
8516	ENST00000577599.1	ENST00000300648.7_4	chr12	120593237	120593303	MIR4498	-	miRNA	chr12	120565005	120632518	GCN1	-	protein_coding	66	same	8578_ID	chr12	120593238	120593303	66	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	29	57
9410	ENST00000582675.1	ENST00000300648.7_4	chr12	120609842	120609930	AC004812.1	-	miRNA	chr12	120565005	120632518	GCN1	-	protein_coding	88	same	167_ID	chr12	120609843	120609930	88	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	14	57
12858	ENST00000664772.1_3	ENST00000400445.7_2	chr13	36068314	36070752	AL390071.1	-	lncRNA	chr13	35516423	36246872	NBEA	+	protein_coding	2438	opposite	5548_ID	chr13	36068315	36070752	2438	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	41	57
13084	ENST00000669641.1_3	ENST00000344204.9_2	chr5	14356994	14359394	AC016549.1	-	lncRNA	chr5	14143450	14510313	TRIO	+	protein_coding	2400	opposite	1533_ID	chr5	14356995	14359394	2400	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	12	57
116791	ENST00000623971.3_1	ENST00000289672.7_3	chr7	47834888	47859428	C7orf69	+	lncRNA	chr7	47814211	47988063	PKD1L1	-	protein_coding	24557	opposite	6520_ID	chr7	47834889	47859428	24540	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	47	57
553	ENST00000330927.5_4	ENST00000356175.7_3	chr17	29630787	29641072	EVI2B	-	protein_coding	chr17	29421944	29704695	NF1	+	protein_coding	10336	opposite	6944_ID	chr17	29630788	29641072	10285	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	35	56
835	ENST00000362441.1	ENST00000656420.1_1	chr15	25477533	25477615	SNORD115-34	+	snoRNA	chr15	25438459	25665483	SNHG14	+	lncRNA	82	same	12307_ID	chr15	25477534	25477615	82	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	30	56
893	ENST00000362834.1	ENST00000656420.1_1	chr15	25468392	25468474	SNORD115-29	+	snoRNA	chr15	25438459	25665483	SNHG14	+	lncRNA	82	same	12301_ID	chr15	25468393	25468474	82	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	21	56
1031	ENST00000363608.1	ENST00000656420.1_1	chr15	25490624	25490706	SNORD115-41	+	snoRNA	chr15	25438459	25665483	SNHG14	+	lncRNA	82	same	12315_ID	chr15	25490625	25490706	82	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	42	56
1049	ENST00000363694.1	ENST00000656420.1_1	chr15	25486892	25486974	SNORD115-39	+	snoRNA	chr15	25438459	25665483	SNHG14	+	lncRNA	82	same	12312_ID	chr15	25486893	25486974	82	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	36	56
