"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"Transcript_length"
"chr2"	21367541	21830547	"ENSMUST00000055946.7"	"Gpr158"	"+"	"protein_coding"	463006
"chr5"	21884453	22344702	"ENSMUST00000161356.7"	"Reln"	"-"	"protein_coding"	460249
"chr6"	135713232	136173125	"ENSMUST00000053880.12"	"Grin2b"	"-"	"protein_coding"	459893
"chr12"	78226378	78684772	"ENSMUST00000052472.5"	"Gphn"	"+"	"protein_coding"	458394
"chr13"	42680622	43138524	"ENSMUST00000128646.7"	"Phactr1"	"+"	"protein_coding"	457902
"chr13"	77708689	78166235	"ENSMUST00000091459.11"	"Fam172a"	"+"	"protein_coding"	457546
"chr1"	3214481	3671498	"ENSMUST00000070533.4"	"Xkr4"	"-"	"protein_coding"	457017
"chr2"	179442430	179899373	"ENSMUST00000000314.12"	"Cdh4"	"+"	"protein_coding"	456943
"chr17"	8525371	8981671	"ENSMUST00000115715.7"	"Pde10a"	"+"	"protein_coding"	456300
"chr12"	52699382	53155599	"ENSMUST00000095737.4"	"Akap6"	"+"	"protein_coding"	456217
"chr6"	28480358	28935162	"ENSMUST00000167201.1"	"Snd1"	"+"	"protein_coding"	454804
"chr6"	36846021	37299974	"ENSMUST00000101532.9"	"Dgki"	"-"	"protein_coding"	453953
"chr15"	95075229	95528559	"ENSMUST00000229933.1"	"Nell2"	"-"	"protein_coding"	453330
"chr15"	32244812	32696341	"ENSMUST00000067458.6"	"Sema5a"	"+"	"protein_coding"	451529
"chr14"	30039940	30491453	"ENSMUST00000112250.5"	"Cacna1d"	"-"	"protein_coding"	451513
"chr6"	84618486	85069513	"ENSMUST00000160197.5"	"Exoc6b"	"-"	"protein_coding"	451027
"chr18"	78146147	78596942	"ENSMUST00000237674.1"	"Slc14a2"	"-"	"protein_coding"	450795
"chr5"	71658112	72108779	"ENSMUST00000199967.4"	"Gabrb1"	"+"	"protein_coding"	450667
"chr14"	12372564	12823079	"ENSMUST00000112657.8"	"Cadps"	"-"	"protein_coding"	450515
"chr11"	89391237	89841266	"ENSMUST00000238273.2"	"Ankfn1"	"-"	"protein_coding"	450029
"chr15"	40655034	41104592	"ENSMUST00000053467.5"	"Zfpm2"	"+"	"protein_coding"	449558
"chr15"	53453809	53902530	"ENSMUST00000078673.13"	"Samd12"	"-"	"protein_coding"	448721
"chr14"	59638539	60086834	"ENSMUST00000080368.12"	"Atp8a2"	"-"	"protein_coding"	448295
"chr8"	48227681	48674690	"ENSMUST00000033965.13"	"Tenm3"	"-"	"protein_coding"	447009
"chr17"	50733123	51179168	"ENSMUST00000024717.9"	"Tbc1d5"	"-"	"protein_coding"	446045
"chr6"	32144267	32588192	"ENSMUST00000115096.3"	"Plxna4"	"-"	"protein_coding"	443925
"chr10"	86055124	86498856	"ENSMUST00000120638.7"	"Syn3"	"-"	"protein_coding"	443732
"chr1"	89454805	89897617	"ENSMUST00000027521.14"	"Agap1"	"+"	"protein_coding"	442812
"chr17"	63057451	63500017	"ENSMUST00000024761.12"	"Fbxl17"	"-"	"protein_coding"	442566
"chr8"	8044576	8484721	"ENSMUST00000208946.1"	"Gm31135"	"-"	"lincRNA"	440145
"chr5"	15934690	16374511	"ENSMUST00000167946.8"	"Cacna2d1"	"+"	"protein_coding"	439821
"chr6"	12311609	12749253	"ENSMUST00000172356.7"	"Thsd7a"	"-"	"protein_coding"	437644
"chr18"	42645727	43083127	"ENSMUST00000239360.1"	"Ppp2r2b"	"-"	"protein_coding"	437400
"chr17"	10403011	10840311	"ENSMUST00000041463.6"	"Pacrg"	"-"	"protein_coding"	437300
"chr5"	130872081	131308497	"ENSMUST00000086023.11"	"Galnt17"	"-"	"protein_coding"	436416
"chr11"	108425191	108860615	"ENSMUST00000150863.8"	"Cep112"	"+"	"protein_coding"	435424
"chr18"	38676717	39110534	"ENSMUST00000148850.7"	"Arhgap26"	"+"	"protein_coding"	433817
"chr4"	85205468	85639195	"ENSMUST00000107189.7"	"Sh3gl2"	"+"	"protein_coding"	433727
"chrX"	144688906	145122411	"ENSMUST00000112843.1"	"Rtl4"	"+"	"protein_coding"	433505
"chr1"	175059086	175492500	"ENSMUST00000194555.5"	"Rgs7"	"-"	"protein_coding"	433414
"chr7"	54835614	55268885	"ENSMUST00000082373.7"	"Luzp2"	"+"	"protein_coding"	433271
"chr1"	78791622	79224511	"ENSMUST00000189296.1"	"Gm29536"	"-"	"lincRNA"	432889
"chr9"	101922127	102354693	"ENSMUST00000035129.13"	"Ephb1"	"-"	"protein_coding"	432566
"chr16"	11322907	11755472	"ENSMUST00000180792.7"	"Snx29"	"+"	"protein_coding"	432565
"chr11"	104685706	105117394	"ENSMUST00000212287.1"	"Gm11639"	"+"	"protein_coding"	431688
"chr1"	150562523	150993051	"ENSMUST00000074783.11"	"Hmcn1"	"-"	"protein_coding"	430528
"chr18"	84128026	84558425	"ENSMUST00000125450.8"	"Zfp407"	"-"	"protein_coding"	430399
"chr3"	64949195	65376880	"ENSMUST00000238901.1"	"Kcnab1"	"+"	"protein_coding"	427685
"chr16"	9567897	9994923	"ENSMUST00000199708.4"	"Grin2a"	"-"	"protein_coding"	427026
"chr9"	42518134	42944493	"ENSMUST00000114865.7"	"Grik4"	"-"	"protein_coding"	426359
"chr15"	37366174	37792433	"ENSMUST00000090150.10"	"Ncald"	"-"	"protein_coding"	426259
"chr16"	81200696	81626828	"ENSMUST00000067602.4"	"Ncam2"	"+"	"protein_coding"	426132
"chr1"	15287253	15712548	"ENSMUST00000175681.2"	"Kcnb2"	"+"	"protein_coding"	425295
"chrX"	99975605	100400762	"ENSMUST00000113778.7"	"Eda"	"+"	"protein_coding"	425157
"chr13"	28460777	28885620	"ENSMUST00000148885.7"	"2610307P16Rik"	"-"	"processed_transcript"	424843
"chr18"	24709444	25133501	"ENSMUST00000037097.8"	"Fhod3"	"+"	"protein_coding"	424057
"chr11"	52764633	53188538	"ENSMUST00000036796.7"	"Fstl4"	"+"	"protein_coding"	423905
"chr7"	144001927	144424494	"ENSMUST00000105902.7"	"Shank2"	"+"	"protein_coding"	422567
"chr8"	75992508	76415040	"ENSMUST00000212103.1"	"Gm45740"	"-"	"lincRNA"	422532
"chr19"	28258850	28680077	"ENSMUST00000162022.7"	"Glis3"	"-"	"protein_coding"	421227
"chr10"	52690532	53111622	"ENSMUST00000105473.2"	"Slc35f1"	"+"	"protein_coding"	421090
"chr2"	5293456	5714515	"ENSMUST00000044009.13"	"Camk1d"	"-"	"protein_coding"	421059
"chr2"	139256875	139677714	"ENSMUST00000134801.1"	"Gm14066"	"-"	"processed_transcript"	420839
"chr11"	118491154	118911597	"ENSMUST00000069343.11"	"Rbfox3"	"-"	"protein_coding"	420443
"chr3"	51685906	52105076	"ENSMUST00000121440.3"	"Maml3"	"-"	"protein_coding"	419170
"chr3"	130180890	130599877	"ENSMUST00000106353.1"	"Col25a1"	"+"	"protein_coding"	418987
"chr18"	45269004	45686024	"ENSMUST00000066890.13"	"Kcnn2"	"+"	"protein_coding"	417020
"chr5"	102481390	102897937	"ENSMUST00000094559.8"	"Arhgap24"	"+"	"protein_coding"	416547
"chr14"	96102735	96519102	"ENSMUST00000022666.8"	"Klhl1"	"-"	"protein_coding"	416367
"chr7"	123982868	124398989	"ENSMUST00000106437.1"	"Hs3st4"	"+"	"protein_coding"	416121
"chr5"	45009170	45424402	"ENSMUST00000197016.4"	"D5Ertd615e"	"-"	"lincRNA"	415232
"chr13"	45549754	45964976	"ENSMUST00000091628.10"	"Atxn1"	"-"	"protein_coding"	415222
"chr14"	99870631	100284679	"ENSMUST00000228216.1"	"Klf12"	"-"	"protein_coding"	414048
"chr15"	41447481	41861048	"ENSMUST00000110297.9"	"Oxr1"	"+"	"protein_coding"	413567
"chr6"	53287269	53700376	"ENSMUST00000203528.2"	"Creb5"	"+"	"protein_coding"	413107
"chr3"	28263214	28675858	"ENSMUST00000159236.8"	"Tnik"	"+"	"protein_coding"	412644
"chr9"	22475714	22888280	"ENSMUST00000039798.15"	"Bbs9"	"+"	"protein_coding"	412566
"chr9"	13297956	13709388	"ENSMUST00000159294.8"	"Maml2"	"+"	"protein_coding"	411432
"chr5"	96373954	96784728	"ENSMUST00000036019.4"	"Fras1"	"+"	"protein_coding"	410774
"chr11"	107933386	108343928	"ENSMUST00000059595.10"	"Prkca"	"-"	"protein_coding"	410542
"chr1"	178529124	178939200	"ENSMUST00000161017.7"	"Kif26b"	"+"	"protein_coding"	410076
"chr5"	110879802	111289780	"ENSMUST00000156290.8"	"Ttc28"	"+"	"protein_coding"	409978
"chr6"	102163303	102573101	"ENSMUST00000203619.2"	"Cntn3"	"-"	"protein_coding"	409798
"chr1"	3999556	4409241	"ENSMUST00000208660.1"	"Rp1"	"-"	"protein_coding"	409685
"chr6"	99257483	99666797	"ENSMUST00000155466.1"	"Gm20696"	"-"	"protein_coding"	409314
"chr7"	57419691	57828798	"ENSMUST00000085240.10"	"Gabrb3"	"+"	"protein_coding"	409107
"chr1"	159523768	159931729	"ENSMUST00000192069.5"	"Tnr"	"+"	"protein_coding"	407961
"chr1"	146494759	146902471	"ENSMUST00000074622.10"	"Brinp3"	"+"	"protein_coding"	407712
"chr8"	62951008	63356852	"ENSMUST00000117377.7"	"Spock3"	"+"	"protein_coding"	405844
"chr2"	77411099	77816816	"ENSMUST00000111831.7"	"Zfp385b"	"-"	"protein_coding"	405717
"chr19"	17432318	17837632	"ENSMUST00000025618.15"	"Pcsk5"	"-"	"protein_coding"	405314
"chr10"	114398822	114802302	"ENSMUST00000239411.1"	"Trhde"	"-"	"protein_coding"	403480
"chr7"	78175958	78578408	"ENSMUST00000039431.13"	"Ntrk3"	"-"	"protein_coding"	402450
"chr12"	40445951	40846874	"ENSMUST00000037488.7"	"Dock4"	"+"	"protein_coding"	400923
"chr7"	64756090	65156570	"ENSMUST00000119118.7"	"Fam189a1"	"-"	"protein_coding"	400480
"chr8"	50117744	50517889	"ENSMUST00000210850.1"	"Gm45341"	"-"	"lincRNA"	400145
"chr4"	84275094	84675034	"ENSMUST00000102820.8"	"Bnc2"	"-"	"protein_coding"	399940
"chr2"	16356303	16755839	"ENSMUST00000028081.12"	"Plxdc2"	"+"	"protein_coding"	399536
"chr1"	33908224	34307592	"ENSMUST00000183034.4"	"Dst"	"+"	"protein_coding"	399368
"chr5"	13125592	13524707	"ENSMUST00000195907.4"	"Sema3a"	"+"	"protein_coding"	399115
"chr10"	10686058	11082356	"ENSMUST00000044306.12"	"Grm1"	"-"	"protein_coding"	396298
"chr14"	21052573	21448569	"ENSMUST00000045376.10"	"Adk"	"+"	"protein_coding"	395996
"chr1"	10324719	10719945	"ENSMUST00000153695.7"	"Cpa6"	"-"	"protein_coding"	395226
"chr12"	29528383	29923213	"ENSMUST00000049784.16"	"Myt1l"	"+"	"protein_coding"	394830
"chr2"	48062547	48457245	"ENSMUST00000127672.1"	"Gm13481"	"-"	"lincRNA"	394698
"chr16"	87895901	88290258	"ENSMUST00000072256.12"	"Grik1"	"-"	"protein_coding"	394357
"chr6"	146108298	146502178	"ENSMUST00000079573.12"	"Itpr2"	"-"	"protein_coding"	393880
"chr10"	60302749	60696490	"ENSMUST00000105461.9"	"Cdh23"	"-"	"protein_coding"	393741
"chr10"	4611988	5005614	"ENSMUST00000105590.7"	"Esr1"	"+"	"protein_coding"	393626
"chr10"	33083482	33476709	"ENSMUST00000095762.4"	"Trdn"	"+"	"protein_coding"	393227
"chr13"	9276527	9668928	"ENSMUST00000174552.7"	"Dip2c"	"+"	"protein_coding"	392401
"chr8"	99024470	99416427	"ENSMUST00000155527.7"	"Cdh8"	"-"	"protein_coding"	391957
"chr8"	61511432	61902669	"ENSMUST00000121785.8"	"Palld"	"-"	"protein_coding"	391237
"chr11"	44617316	45008091	"ENSMUST00000081265.11"	"Ebf1"	"+"	"protein_coding"	390775
"chr2"	22227502	22618252	"ENSMUST00000044749.13"	"Myo3a"	"+"	"protein_coding"	390750
"chr2"	70039125	70429195	"ENSMUST00000060208.10"	"Myo3b"	"+"	"protein_coding"	390070
"chr2"	113327735	113716767	"ENSMUST00000099576.8"	"Fmn1"	"+"	"protein_coding"	389032
"chr9"	55549878	55938101	"ENSMUST00000214747.1"	"Scaper"	"-"	"protein_coding"	388223
"chr1"	53806881	54195034	"ENSMUST00000087659.10"	"Hecw2"	"-"	"protein_coding"	388153
"chr5"	31697683	32084962	"ENSMUST00000201352.3"	"Babam2"	"+"	"protein_coding"	387279
"chr2"	17343908	17731043	"ENSMUST00000028080.11"	"Nebl"	"-"	"protein_coding"	387135
"chr18"	44425059	44812182	"ENSMUST00000089874.8"	"Mcc"	"-"	"protein_coding"	387123
"chr10"	105187662	105574435	"ENSMUST00000061506.8"	"Tmtc2"	"-"	"protein_coding"	386773
"chr17"	75005567	75391767	"ENSMUST00000001927.11"	"Ltbp1"	"+"	"protein_coding"	386200
"chr12"	90998491	91384409	"ENSMUST00000141429.7"	"Cep128"	"-"	"protein_coding"	385918
"chr13"	117602479	117987418	"ENSMUST00000006991.8"	"Hcn1"	"+"	"protein_coding"	384939
"chr2"	14604305	14987908	"ENSMUST00000114723.8"	"Cacnb2"	"+"	"protein_coding"	383603
"chr14"	97786852	98169543	"ENSMUST00000069334.7"	"Dach1"	"-"	"protein_coding"	382691
"chr8"	36570248	36952442	"ENSMUST00000163663.2"	"Dlc1"	"-"	"protein_coding"	382194
"chr6"	39873070	40255075	"ENSMUST00000180886.2"	"Tmem178b"	"+"	"protein_coding"	382005
"chr1"	46425591	46807476	"ENSMUST00000189749.6"	"Dnah7c"	"+"	"protein_coding"	381885
"chr5"	36017179	36398124	"ENSMUST00000037370.13"	"Sorcs2"	"-"	"protein_coding"	380945
"chr13"	68620042	68999541	"ENSMUST00000022013.7"	"Adcy2"	"-"	"protein_coding"	379499
"chr11"	88339381	88718229	"ENSMUST00000107909.7"	"Msi2"	"-"	"protein_coding"	378848
"chr8"	68356780	68735146	"ENSMUST00000078350.12"	"Csgalnact1"	"-"	"protein_coding"	378366
"chr9"	4417898	4796234	"ENSMUST00000027020.12"	"Gria4"	"-"	"protein_coding"	378336
"chr18"	63010212	63387183	"ENSMUST00000047480.12"	"Piezo2"	"-"	"protein_coding"	376971
"chr17"	52602708	52979194	"ENSMUST00000039366.10"	"Kcnh8"	"+"	"protein_coding"	376486
"chr14"	17660895	18036559	"ENSMUST00000022303.14"	"Thrb"	"+"	"protein_coding"	375664
"chr3"	66981389	67356559	"ENSMUST00000162036.7"	"Rsrc1"	"+"	"protein_coding"	375170
"chr15"	92396880	92771036	"ENSMUST00000169942.9"	"Pdzrn4"	"+"	"protein_coding"	374156
"chr1"	6487230	6860934	"ENSMUST00000140079.7"	"St18"	"+"	"protein_coding"	373704
"chr3"	98382460	98753812	"ENSMUST00000196741.1"	"Zfp697"	"+"	"protein_coding"	371352
"chr6"	104492921	104863406	"ENSMUST00000089215.11"	"Cntn6"	"+"	"protein_coding"	370485
"chr2"	67748211	68118150	"ENSMUST00000180887.1"	"B3galt1"	"+"	"protein_coding"	369939
"chr3"	141465215	141834924	"ENSMUST00000106236.8"	"Unc5c"	"+"	"protein_coding"	369709
"chr4"	95557506	95926939	"ENSMUST00000079223.10"	"Fggy"	"+"	"protein_coding"	369433
"chrX"	60223289	60592698	"ENSMUST00000154051.7"	"Atp11c"	"-"	"protein_coding"	369409
"chr17"	85090551	85458588	"ENSMUST00000095188.6"	"Camkmt"	"+"	"protein_coding"	368037
"chr2"	48949522	49316972	"ENSMUST00000112754.7"	"Mbd5"	"+"	"protein_coding"	367450
"chr1"	140246157	140612067	"ENSMUST00000120709.7"	"Kcnt2"	"+"	"protein_coding"	365910
"chr5"	151063545	151428163	"ENSMUST00000202365.1"	"Gm42906"	"-"	"protein_coding"	364618
"chr3"	109780045	110144011	"ENSMUST00000133268.8"	"Ntng1"	"-"	"protein_coding"	363966
"chr11"	33629789	33992988	"ENSMUST00000238903.1"	"Kcnip1"	"-"	"protein_coding"	363199
"chr13"	113794504	114157461	"ENSMUST00000091201.6"	"Arl15"	"+"	"protein_coding"	362957
"chr5"	84054760	84416921	"ENSMUST00000053733.14"	"Epha5"	"-"	"protein_coding"	362161
"chr16"	77236316	77598423	"ENSMUST00000182656.7"	"Mir99ahg"	"+"	"processed_transcript"	362107
"chr9"	3532777	3894736	"ENSMUST00000115733.2"	"Gucy1a2"	"+"	"protein_coding"	361959
"chr5"	117413999	117775003	"ENSMUST00000180430.1"	"Ksr2"	"+"	"protein_coding"	361004
"chr17"	30215523	30576488	"ENSMUST00000168787.7"	"Btbd9"	"-"	"protein_coding"	360965
"chr18"	21810892	22171442	"ENSMUST00000234736.1"	"Ccdc178"	"-"	"protein_coding"	360550
"chr18"	59175452	59535999	"ENSMUST00000238155.1"	"Chsy3"	"+"	"protein_coding"	360547
"chr18"	45685192	46045260	"ENSMUST00000237850.1"	"A330093E20Rik"	"-"	"antisense"	360068
"chr18"	78750379	79109391	"ENSMUST00000025430.10"	"Setbp1"	"-"	"protein_coding"	359012
"chr5"	147957319	148316065	"ENSMUST00000085558.10"	"Mtus2"	"+"	"protein_coding"	358746
"chr16"	89787110	90143769	"ENSMUST00000114124.8"	"Tiam1"	"-"	"protein_coding"	356659
"chr14"	122534338	122889944	"ENSMUST00000038374.12"	"Pcca"	"+"	"protein_coding"	355606
"chr15"	26540458	26895580	"ENSMUST00000059204.10"	"Fbxl7"	"-"	"protein_coding"	355122
"chr8"	91313524	91668439	"ENSMUST00000069718.14"	"Fto"	"+"	"protein_coding"	354915
"chr14"	78849051	79202310	"ENSMUST00000040990.6"	"Vwa8"	"+"	"protein_coding"	353259
"chr5"	88886817	89239653	"ENSMUST00000148750.7"	"Slc4a4"	"+"	"protein_coding"	352836
"chr2"	67173833	67526615	"ENSMUST00000238912.1"	"Xirp2"	"+"	"protein_coding"	352782
"chr17"	81385602	81738377	"ENSMUST00000235015.1"	"Slc8a1"	"-"	"protein_coding"	352775
"chr17"	4995073	5347656	"ENSMUST00000115797.8"	"Arid1b"	"+"	"protein_coding"	352583
"chr2"	44575477	44927161	"ENSMUST00000130991.7"	"Gtdc1"	"-"	"protein_coding"	351684
"chr16"	73072341	73423667	"ENSMUST00000232549.1"	"4930500H12Rik"	"+"	"processed_transcript"	351326
"chrX"	159627271	159978069	"ENSMUST00000112456.8"	"Sh3kbp1"	"+"	"protein_coding"	350798
"chr14"	123276633	123627144	"ENSMUST00000000201.6"	"Nalcn"	"-"	"protein_coding"	350511
"chr6"	125690418	126040126	"ENSMUST00000160496.7"	"Ano2"	"+"	"protein_coding"	349708
"chrX"	111891388	112240590	"ENSMUST00000207962.1"	"Gm45194"	"+"	"protein_coding"	349202
"chr4"	100095790	100444765	"ENSMUST00000039630.5"	"Ror1"	"+"	"protein_coding"	348975
"chr2"	75989911	76338774	"ENSMUST00000099992.9"	"Pde11a"	"-"	"protein_coding"	348863
"chr5"	14514917	14863459	"ENSMUST00000030691.16"	"Pclo"	"+"	"protein_coding"	348542
"chr1"	55405920	55754285	"ENSMUST00000042986.9"	"Plcl1"	"+"	"protein_coding"	348365
"chr18"	22693633	23041653	"ENSMUST00000097651.9"	"Nol4"	"-"	"protein_coding"	348020
"chr4"	32238803	32586104	"ENSMUST00000108180.8"	"Bach2"	"+"	"protein_coding"	347301
"chr1"	86703818	87050095	"ENSMUST00000168237.7"	"Dis3l2"	"+"	"protein_coding"	346277
"chr7"	122288750	122634399	"ENSMUST00000143692.7"	"Prkcb"	"+"	"protein_coding"	345649
"chr3"	26637619	26983212	"ENSMUST00000047005.10"	"Spata16"	"+"	"protein_coding"	345593
"chr8"	76899771	77245012	"ENSMUST00000109913.8"	"Nr3c2"	"+"	"protein_coding"	345241
"chr3"	109340652	109685698	"ENSMUST00000046864.13"	"Vav3"	"+"	"protein_coding"	345046
"chr18"	69344488	69689079	"ENSMUST00000114985.9"	"Tcf4"	"+"	"protein_coding"	344591
"chr18"	30973488	31317290	"ENSMUST00000082070.12"	"Rit2"	"-"	"protein_coding"	343802
"chr8"	110266976	110610253	"ENSMUST00000043141.6"	"Hydin"	"+"	"protein_coding"	343277
"chr9"	67217086	67559703	"ENSMUST00000040025.13"	"Tln2"	"-"	"protein_coding"	342617
"chr9"	81863704	82206007	"ENSMUST00000189832.6"	"Mei4"	"+"	"protein_coding"	342303
"chr17"	44777151	45119290	"ENSMUST00000050630.13"	"Supt3"	"+"	"protein_coding"	342139
"chr7"	133883198	134225097	"ENSMUST00000067680.10"	"Adam12"	"-"	"protein_coding"	341899
"chrX"	52272425	52613921	"ENSMUST00000069360.13"	"Gpc3"	"-"	"protein_coding"	341496
"chr4"	97777607	98118871	"ENSMUST00000075448.12"	"Nfia"	"+"	"protein_coding"	341264
"chr9"	41376320	41716994	"ENSMUST00000233927.1"	"Mir100hg"	"+"	"processed_transcript"	340674
"chr12"	37241640	37582202	"ENSMUST00000049874.13"	"Agmo"	"+"	"protein_coding"	340562
"chr4"	150281645	150621966	"ENSMUST00000105682.8"	"Rere"	"+"	"protein_coding"	340321
"chr15"	62038049	62378096	"ENSMUST00000181416.8"	"Pvt1"	"+"	"lincRNA"	340047
"chr2"	58821069	59160663	"ENSMUST00000226455.1"	"Ccdc148"	"-"	"protein_coding"	339594
"chr11"	105589990	105929304	"ENSMUST00000100330.9"	"Tanc2"	"+"	"protein_coding"	339314
"chr4"	83525544	83864670	"ENSMUST00000053414.12"	"Ccdc171"	"+"	"protein_coding"	339126
"chr9"	106892824	107231909	"ENSMUST00000044532.10"	"Dock3"	"-"	"protein_coding"	339085
"chr6"	8259449	8597480	"ENSMUST00000162564.6"	"Gm45062"	"+"	"protein_coding"	338031
"chr6"	108213095	108551109	"ENSMUST00000032192.8"	"Itpr1"	"+"	"protein_coding"	338014
"chr11"	65831281	66168533	"ENSMUST00000080665.9"	"Dnah9"	"-"	"protein_coding"	337252
"chrX"	98554276	98890985	"ENSMUST00000033560.8"	"Ophn1"	"-"	"protein_coding"	336709
"chr4"	94089575	94425588	"ENSMUST00000126270.1"	"Gm12648"	"-"	"lincRNA"	336013
"chr12"	7524001	7859691	"ENSMUST00000219198.1"	"Gm32828"	"-"	"lincRNA"	335690
"chr6"	92370907	92706155	"ENSMUST00000032093.11"	"Prickle2"	"-"	"protein_coding"	335248
"chr4"	123349632	123684360	"ENSMUST00000097897.10"	"Macf1"	"-"	"protein_coding"	334728
"chr12"	61523947	61857928	"ENSMUST00000119481.1"	"Lrfn5"	"+"	"protein_coding"	333981
"chr14"	64122624	64455903	"ENSMUST00000067927.8"	"Msra"	"-"	"protein_coding"	333279
"chr6"	92940328	93272979	"ENSMUST00000204449.2"	"9530026P05Rik"	"+"	"antisense"	332651
"chr2"	138256669	138589292	"ENSMUST00000128656.1"	"Btbd3"	"+"	"protein_coding"	332623
"chr14"	13284779	13615459	"ENSMUST00000070323.11"	"Synpr"	"+"	"protein_coding"	330680
"chr6"	97286866	97617541	"ENSMUST00000113355.8"	"Frmd4b"	"-"	"protein_coding"	330675
"chr11"	40008193	40337831	"ENSMUST00000130945.1"	"Gm12132"	"+"	"lincRNA"	329638
"chr4"	46662304	46991873	"ENSMUST00000107749.3"	"Gabbr2"	"-"	"protein_coding"	329569
"chr1"	158362272	158691779	"ENSMUST00000193042.5"	"Astn1"	"+"	"protein_coding"	329507
"chrX"	13517079	13846578	"ENSMUST00000115438.9"	"Cask"	"-"	"protein_coding"	329499
"chr3"	141840367	142169425	"ENSMUST00000106230.1"	"Bmpr1b"	"-"	"protein_coding"	329058
"chr18"	74442536	74771493	"ENSMUST00000074157.12"	"Myo5b"	"+"	"protein_coding"	328957
"chr4"	57568178	57896982	"ENSMUST00000098066.8"	"Pakap"	"+"	"protein_coding"	328804
"chr18"	64889028	65217828	"ENSMUST00000163516.8"	"Nedd4l"	"+"	"protein_coding"	328800
"chr8"	128736975	129065512	"ENSMUST00000214889.1"	"Ccdc7a"	"-"	"protein_coding"	328537
"chr18"	75820177	76148564	"ENSMUST00000058997.14"	"Zbtb7c"	"+"	"protein_coding"	328387
"chr9"	47530243	47858115	"ENSMUST00000143026.8"	"Cadm1"	"+"	"protein_coding"	327872
"chr6"	90660980	90988685	"ENSMUST00000212100.1"	"Iqsec1"	"-"	"protein_coding"	327705
"chr14"	104639143	104966783	"ENSMUST00000228036.1"	"D130009I18Rik"	"+"	"lincRNA"	327640
"chr10"	36506818	36834389	"ENSMUST00000058738.10"	"Hs3st5"	"+"	"protein_coding"	327571
"chr5"	44472131	44799680	"ENSMUST00000199256.4"	"Ldb2"	"-"	"protein_coding"	327549
"chrX"	93304766	93632155	"ENSMUST00000006856.2"	"Pola1"	"-"	"protein_coding"	327389
"chr10"	20398003	20725078	"ENSMUST00000020165.13"	"Pde7b"	"-"	"protein_coding"	327075
"chr5"	74204815	74531749	"ENSMUST00000072857.12"	"Scfd2"	"-"	"protein_coding"	326934
"chr11"	21572234	21898989	"ENSMUST00000020568.9"	"Wdpcp"	"+"	"protein_coding"	326755
"chrX"	161833295	162159730	"ENSMUST00000087085.9"	"Nhs"	"-"	"protein_coding"	326435
"chr1"	84369838	84696221	"ENSMUST00000049126.12"	"Dner"	"-"	"protein_coding"	326383
"chr13"	58807696	59133970	"ENSMUST00000079828.6"	"Ntrk2"	"+"	"protein_coding"	326274
"chr10"	58813457	59138916	"ENSMUST00000153031.1"	"Sh3rf3"	"+"	"protein_coding"	325459
"chr8"	120228455	120553634	"ENSMUST00000180448.2"	"Gse1"	"+"	"protein_coding"	325179
"chr3"	125404075	125728899	"ENSMUST00000173932.7"	"Ndst4"	"+"	"protein_coding"	324824
"chr5"	47983137	48307733	"ENSMUST00000173107.7"	"Slit2"	"+"	"protein_coding"	324596
"chr5"	127241807	127565793	"ENSMUST00000119026.7"	"Tmem132c"	"+"	"protein_coding"	323986
"chr4"	98395790	98719603	"ENSMUST00000041284.9"	"Patj"	"+"	"protein_coding"	323813
"chr9"	64385625	64709205	"ENSMUST00000164113.7"	"Megf11"	"+"	"protein_coding"	323580
"chr4"	119814494	120138045	"ENSMUST00000106307.8"	"Hivep3"	"+"	"protein_coding"	323551
"chr1"	24263993	24587472	"ENSMUST00000115244.8"	"Col19a1"	"-"	"protein_coding"	323479
"chr9"	45430290	45753712	"ENSMUST00000034592.10"	"Dscaml1"	"+"	"protein_coding"	323422
