"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"Transcript_length"
"chr7"	70597129	71178584	"ENST00000333538.10_2"	"GALNT17"	"+"	"protein_coding"	581455
"chr4"	86935026	87515778	"ENST00000641051.1_5"	"MAPK10"	"-"	"protein_coding"	580752
"chr3"	168801294	169381500	"ENST00000651503.2_5"	"MECOM"	"-"	"protein_coding"	580206
"chr7"	18126571	18706546	"ENST00000417496.6_1"	"HDAC9"	"+"	"protein_coding"	579975
"chr5"	94040804	94620279	"ENST00000515393.5_4"	"MCTP1"	"-"	"protein_coding"	579475
"chr4"	149366918	149945776	"ENST00000661928.1_1"	"AC002460.2"	"+"	"lncRNA"	578858
"chr7"	88389013	88967842	"ENST00000333190.5_2"	"ZNF804B"	"+"	"protein_coding"	578829
"chr7"	103969236	104547679	"ENST00000424859.6_3"	"LHFPL3"	"+"	"protein_coding"	578443
"chr11"	126293252	126870666	"ENST00000525144.7_5"	"KIRREL3"	"-"	"protein_coding"	577414
"chr6"	73331519	73908571	"ENST00000342056.6_3"	"KCNQ5"	"+"	"protein_coding"	577052
"chr5"	88185261	88761799	"ENST00000514092.5_1"	"MEF2C-AS1"	"+"	"lncRNA"	576538
"chr1"	70033604	70610047	"ENST00000651989.2_2"	"LRRC7"	"+"	"protein_coding"	576443
"chr2"	188577542	189152418	"ENST00000434418.2_3"	"LINC01090"	"-"	"lncRNA"	574876
"chr13"	43787653	44361044	"ENST00000261488.10_3"	"ENOX1"	"-"	"protein_coding"	573391
"chr5"	65892188	66465423	"ENST00000403625.6_3"	"MAST4"	"+"	"protein_coding"	573235
"chrX"	137714838	138287185	"ENST00000626909.2_6"	"FGF13"	"-"	"protein_coding"	572347
"chr2"	12147253	12718474	"ENST00000412294.5_1"	"MIR3681HG"	"+"	"lncRNA"	571221
"chr1"	171810637	172381857	"ENST00000627582.3_2"	"DNM3"	"+"	"protein_coding"	571220
"chr6"	12716998	13288069	"ENST00000332995.12_2"	"PHACTR1"	"+"	"protein_coding"	571071
"chr15"	27216327	27787130	"ENST00000615808.5_2"	"GABRG3"	"+"	"protein_coding"	570803
"chr6"	44777053	45345690	"ENST00000475057.5_4"	"SUPT3H"	"-"	"nonsense_mediated_decay"	568637
"chr7"	121958478	122526813	"ENST00000313070.11_3"	"CADPS2"	"-"	"protein_coding"	568335
"chr14"	53684672	54252824	"ENST00000648066.1_1"	"AL365295.1"	"+"	"lncRNA"	568152
"chr6"	5261731	5829425	"ENST00000648580.1_5"	"FARS2"	"+"	"nonsense_mediated_decay"	567694
"chr17"	53959661	54526547	"ENST00000635860.1_5"	"ANKFN1"	"+"	"protein_coding"	566886
"chr4"	113739208	114305377	"ENST00000672955.1_3"	"ANK2"	"+"	"protein_coding"	566169
"chr8"	137210488	137773015	"ENST00000650445.2_2"	"LINC02055"	"+"	"lncRNA"	562527
"chr5"	117335947	117897783	"ENST00000660173.1_3"	"LINC02208"	"-"	"lncRNA"	561836
"chr6"	144612964	145174170	"ENST00000367545.7_1"	"UTRN"	"+"	"protein_coding"	561206
"chr8"	35092992	35654058	"ENST00000404895.7_5"	"UNC5D"	"+"	"protein_coding"	561066
"chr1"	76540430	77100288	"ENST00000328299.4_2"	"ST6GALNAC3"	"+"	"protein_coding"	559858
"chr4"	183164554	183724177	"ENST00000511685.6_3"	"TENM3"	"+"	"protein_coding"	559623
"chr8"	71581603	72140864	"ENST00000647843.1_1"	"AC015687.1"	"+"	"lncRNA"	559261
"chr11"	88237743	88796816	"ENST00000455756.6_4"	"GRM5"	"-"	"protein_coding"	559073
"chr10"	75910997	76469684	"ENST00000673352.1_1"	"ADK"	"+"	"protein_coding"	558687
"chr13"	61193158	61750892	"ENST00000658247.1_1"	"LINC00378"	"+"	"lncRNA"	557734
"chr15"	76640244	77197681	"ENST00000563290.6_4"	"SCAPER"	"-"	"protein_coding"	557437
"chr17"	63631654	64188251	"ENST00000535342.7_7"	"CEP112"	"-"	"protein_coding"	556597
"chr10"	1223252	1779719	"ENST00000381312.6_4"	"ADARB2"	"-"	"protein_coding"	556467
"chr3"	177990719	178546150	"ENST00000437510.5_3"	"KCNMB2"	"+"	"protein_coding"	555431
"chr15"	33603162	34158302	"ENST00000415757.7_1"	"RYR3"	"+"	"protein_coding"	555140
"chr1"	245318286	245872734	"ENST00000407071.7_5"	"KIF26B"	"+"	"protein_coding"	554448
"chr12"	44229883	44783541	"ENST00000266534.8_2"	"TMEM117"	"+"	"protein_coding"	553658
"chr7"	124569996	125123020	"ENST00000651909.1_1"	"POT1-AS1"	"+"	"lncRNA"	553024
"chr2"	187868000	188421015	"ENST00000412276.6_2"	"AC007319.1"	"+"	"lncRNA"	553015
"chr3"	117723665	118276515	"ENST00000482142.5_3"	"AC068633.1"	"-"	"lncRNA"	552850
"chr15"	38920260	39472700	"ENST00000644461.1_2"	"LINC02694"	"+"	"lncRNA"	552440
"chr12"	62102057	62653925	"ENST00000549379.5_3"	"TAFA2"	"-"	"nonsense_mediated_decay"	551868
"chr6"	128289929	128841744	"ENST00000368226.9_4"	"PTPRK"	"-"	"protein_coding"	551815
"chr22"	32903806	33454367	"ENST00000358763.7_3"	"SYN3"	"-"	"protein_coding"	550561
"chr9"	126141932	126692386	"ENST00000373624.6_4"	"DENND1A"	"-"	"protein_coding"	550454
"chr3"	7992949	8543358	"ENST00000654635.1_3"	"LMCD1-AS1"	"-"	"lncRNA"	550409
"chr4"	7194264	7744554	"ENST00000507866.6_1"	"SORCS2"	"+"	"protein_coding"	550290
"chr7"	31790792	32338941	"ENST00000396193.5_6"	"PDE1C"	"-"	"protein_coding"	548149
"chr21"	22370726	22915650	"ENST00000400546.6_3"	"NCAM2"	"+"	"protein_coding"	544924
"chr11"	92085261	92629618	"ENST00000409404.6_1"	"FAT3"	"+"	"protein_coding"	544357
"chr14"	89878655	90421003	"ENST00000555070.1_3"	"AL137230.2"	"-"	"lncRNA"	542348
"chr2"	1792895	2335120	"ENST00000644820.1_4"	"MYT1L"	"-"	"protein_coding"	542225
"chr3"	68053389	68594772	"ENST00000478136.6_2"	"TAFA1"	"+"	"protein_coding"	541383
"chr18"	1509031	2049511	"ENST00000661994.1_1"	"AP005262.1"	"+"	"lncRNA"	540480
"chr2"	45878813	46415129	"ENST00000306156.8_2"	"PRKCE"	"+"	"protein_coding"	536316
"chr5"	117066209	117601962	"ENST00000509367.2_2"	"LINC02147"	"+"	"lncRNA"	535753
"chr15"	39178834	39713176	"ENST00000560484.1_3"	"AC013652.1"	"-"	"lncRNA"	534342
"chr8"	96281062	96815049	"ENST00000655917.1_1"	"C8orf37-AS1"	"+"	"lncRNA"	533987
"chr10"	10840359	11373149	"ENST00000637215.1_2"	"CELF2"	"+"	"protein_coding"	532790
"chr6"	21664415	22194641	"ENST00000671160.1_1"	"CASC15"	"+"	"lncRNA"	530226
"chr17"	49707673	50237377	"ENST00000442502.6_3"	"CA10"	"-"	"protein_coding"	529704
"chr1"	239549867	240078750	"ENST00000676153.1_1"	"CHRM3"	"+"	"protein_coding"	528883
"chrX"	11155663	11684040	"ENST00000337414.9_4"	"ARHGAP6"	"-"	"protein_coding"	528377
"chr14"	30133017	30661104	"ENST00000549503.1_5"	"PRKD1"	"-"	"protein_coding"	528087
"chr4"	86396302	86923819	"ENST00000395184.6_2"	"ARHGAP24"	"+"	"protein_coding"	527517
"chr1"	177362183	177889287	"ENST00000664407.1_3"	"AL136114.1"	"-"	"lncRNA"	527104
"chr5"	136310986	136835015	"ENST00000394945.6_4"	"SPOCK1"	"-"	"protein_coding"	524029
"chr1"	50902699	51425939	"ENST00000396153.7_5"	"FAF1"	"-"	"protein_coding"	523240
"chr5"	107194735	107717799	"ENST00000542267.7_5"	"FBXL17"	"-"	"protein_coding"	523064
"chr20"	51588896	52111869	"ENST00000371497.10_4"	"TSHZ2"	"+"	"protein_coding"	522973
"chr7"	28338939	28859617	"ENST00000396299.6_1"	"CREB5"	"+"	"protein_coding"	520678
"chr7"	103112235	103630105	"ENST00000428762.6_6"	"RELN"	"-"	"protein_coding"	517870
"chr3"	120626918	121143608	"ENST00000273666.10_2"	"STXBP5L"	"+"	"protein_coding"	516690
"chr2"	109745660	110262211	"ENST00000309415.8_2"	"SH3RF3"	"+"	"protein_coding"	516551
"chr8"	87878642	88395087	"ENST00000518476.6_3"	"CNBD1"	"+"	"protein_coding"	516445
"chr6"	72596726	73112845	"ENST00000264839.11_3"	"RIMS1"	"+"	"protein_coding"	516119
"chr12"	117890816	118406795	"ENST00000339824.7_6"	"KSR2"	"-"	"protein_coding"	515979
"chr6"	152442818	152958534	"ENST00000341594.9_3"	"SYNE1"	"-"	"protein_coding"	515716
"chr11"	9800213	10315754	"ENST00000256190.12_3"	"SBF2"	"-"	"protein_coding"	515541
"chr20"	58713521	59228842	"ENST00000659856.1_1"	"MIR646HG"	"+"	"lncRNA"	515321
"chr2"	145425340	145940216	"ENST00000653533.1_1"	"TEX41"	"+"	"lncRNA"	514876
"chr1"	59762478	60276319	"ENST00000634606.1_1"	"FGGY"	"+"	"nonsense_mediated_decay"	513841
"chr10"	21068978	21581940	"ENST00000675702.1_1"	"NEBL"	"-"	"processed_transcript"	512962
"chr5"	9035144	9546187	"ENST00000382496.10_4"	"SEMA5A"	"-"	"protein_coding"	511043
"chr20"	19193285	19703570	"ENST00000328041.11_2"	"SLC24A3"	"+"	"protein_coding"	510285
"chr11"	15987994	16497935	"ENST00000396356.7_4"	"SOX6"	"-"	"protein_coding"	509941
"chr9"	102159305	102668887	"ENST00000655615.1_3"	"STX17-AS1"	"-"	"lncRNA"	509582
"chr14"	32798503	33306890	"ENST00000280979.9_4"	"AKAP6"	"+"	"protein_coding"	508387
"chr4"	97231882	97740015	"ENST00000522173.1_1"	"LINC02267"	"+"	"lncRNA"	508133
"chr17"	64298730	64806861	"ENST00000413366.8_2"	"PRKCA"	"+"	"protein_coding"	508131
"chr4"	71928383	72434312	"ENST00000649996.1_2"	"SLC4A4"	"+"	"protein_coding"	505929
"chr12"	1100373	1605099	"ENST00000543086.7_2"	"ERC1"	"+"	"protein_coding"	504726
"chr18"	39766667	40271387	"ENST00000589068.5_1"	"LINC00907"	"+"	"lncRNA"	504720
"chr18"	30517370	31020657	"ENST00000383096.7_3"	"CCDC178"	"-"	"protein_coding"	503287
"chr1"	55794960	56298241	"ENST00000643167.1_1"	"AL603840.1"	"+"	"lncRNA"	503281
"chr1"	170717713	171220947	"ENST00000669750.1_3"	"BX284613.2"	"-"	"lncRNA"	503234
"chr1"	225083963	225586971	"ENST00000445597.6_1"	"DNAH14"	"+"	"protein_coding"	503008
"chr4"	167654538	168155947	"ENST00000506886.5_3"	"SPOCK3"	"-"	"protein_coding"	501409
"chr12"	81651753	82153129	"ENST00000549396.6_4"	"PPFIA2"	"-"	"protein_coding"	501376
"chrX"	147582136	148082193	"ENST00000370460.7_4"	"AFF2"	"+"	"protein_coding"	500057
"chrX"	20892285	21392184	"ENST00000636317.1_4"	"AL807742.1"	"-"	"lncRNA"	499899
"chr13"	60239716	60738062	"ENST00000400324.9_5"	"DIAPH3"	"-"	"protein_coding"	498346
"chr8"	97657469	98155729	"ENST00000220763.10_2"	"CPQ"	"+"	"protein_coding"	498260
"chr12"	26488284	26986127	"ENST00000381340.8_4"	"ITPR2"	"-"	"protein_coding"	497843
"chr21"	38995860	39493439	"ENST00000645093.1_3"	"KCNJ6"	"-"	"protein_coding"	497579
"chr7"	81575759	82073093	"ENST00000356860.8_5"	"CACNA2D1"	"-"	"protein_coding"	497334
"chr14"	26116509	26612511	"ENST00000546412.2_4"	"LINC02306"	"-"	"lncRNA"	496002
"chr2"	148778579	149274540	"ENST00000407073.5_2"	"MBD5"	"+"	"protein_coding"	495961
"chr2"	40342389	40838193	"ENST00000405269.5_7"	"SLC8A1"	"-"	"protein_coding"	495804
"chr14"	37147125	37641811	"ENST00000331299.6_5"	"SLC25A21"	"-"	"protein_coding"	494686
"chr4"	109729880	110223908	"ENST00000642955.1_4"	"COL25A1"	"-"	"protein_coding"	494028
"chr5"	92953430	93447368	"ENST00000395965.8_7"	"FAM172A"	"-"	"protein_coding"	493938
"chr12"	46777434	47270567	"ENST00000667191.1_1"	"AC008014.1"	"+"	"lncRNA"	493133
"chr4"	53739148	54232228	"ENST00000401642.8_4"	"SCFD2"	"-"	"protein_coding"	493080
"chr2"	59468076	59960531	"ENST00000412409.3_3"	"AC007179.2"	"-"	"lncRNA"	492455
"chr5"	145969073	146461054	"ENST00000504198.5_4"	"PPP2R2B"	"-"	"protein_coding"	491981
"chr7"	39017508	39508200	"ENST00000518318.7_4"	"POU6F2"	"+"	"protein_coding"	490692
"chr8"	52232136	52722005	"ENST00000356297.5_4"	"PXDNL"	"-"	"protein_coding"	489869
"chr2"	111763591	112252647	"ENST00000645030.2_3"	"MIR4435-2HG"	"-"	"lncRNA"	489056
"chr8"	69243189	69731258	"ENST00000518698.6_3"	"C8orf34"	"+"	"protein_coding"	488069
"chr4"	84717588	85205480	"ENST00000513489.5_3"	"AC079160.1"	"-"	"lncRNA"	487892
"chr8"	99466922	99954799	"ENST00000523601.5_3"	"STK3"	"-"	"protein_coding"	487877
"chr1"	8421217	8908980	"ENST00000656437.1_4"	"RERE"	"-"	"protein_coding"	487763
"chr4"	78978476	79465423	"ENST00000512123.4_2"	"FRAS1"	"+"	"protein_coding"	486947
"chr8"	18384812	18871213	"ENST00000327040.13_5"	"PSD3"	"-"	"protein_coding"	486401
"chr6"	156232328	156718723	"ENST00000663591.1_3"	"AL589693.1"	"-"	"lncRNA"	486395
"chr3"	24729409	25215796	"ENST00000455576.1_1"	"AC092422.1"	"+"	"lncRNA"	486387
"chr10"	12391545	12877545	"ENST00000619168.5_4"	"CAMK1D"	"+"	"protein_coding"	486000
"chr11"	21821479	22304890	"ENST00000648804.1_1"	"ANO5"	"+"	"processed_transcript"	483411
"chr2"	18059960	18542882	"ENST00000465292.5_1"	"KCNS3"	"+"	"processed_transcript"	482922
"chr3"	53362989	53845433	"ENST00000637424.1_1"	"CACNA1D"	"+"	"protein_coding"	482444
"chr18"	33877676	34360018	"ENST00000257209.8_2"	"FHOD3"	"+"	"protein_coding"	482342
"chr6"	19323658	19804801	"ENST00000653002.1_3"	"LNC-LBCS"	"-"	"lncRNA"	481143
"chr9"	37588409	38068684	"ENST00000540557.1_3"	"AL138752.2"	"-"	"nonsense_mediated_decay"	480275
"chr2"	178492796	178973066	"ENST00000358450.8_4"	"PDE11A"	"-"	"protein_coding"	480270
"chr7"	111366533	111846466	"ENST00000428084.1"	"DOCK4"	"-"	"protein_coding"	479933
"chr18"	10670243	11149568	"ENST00000674853.1_1"	"PIEZO2"	"-"	"protein_coding"	479325
"chr7"	136370305	136849020	"ENST00000586239.5_5"	"AC009264.1"	"-"	"lncRNA"	478715
"chr5"	127873705	128351637	"ENST00000508645.5_4"	"SLC27A6"	"+"	"protein_coding"	477932
"chr3"	82035288	82512826	"ENST00000470263.5_1"	"LINC02008"	"+"	"lncRNA"	477538
"chr14"	34454586	34931980	"ENST00000551935.5_3"	"EGLN3"	"-"	"processed_transcript"	477394
"chr7"	119913228	120390391	"ENST00000331113.9_2"	"KCND2"	"+"	"protein_coding"	477163
"chr11"	120382456	120859615	"ENST00000527524.8_3"	"GRIK4"	"+"	"protein_coding"	477159
"chr3"	62384022	62861091	"ENST00000383710.9_7"	"CADPS"	"-"	"protein_coding"	477069
"chr2"	171034656	171511677	"ENST00000408978.9_3"	"MYO3B"	"+"	"protein_coding"	477021
"chr3"	155755489	156232213	"ENST00000472028.5_1"	"KCNAB1"	"+"	"protein_coding"	476724
"chr6"	58288355	58764642	"ENST00000641775.1_1"	"AL445250.1"	"+"	"lncRNA"	476287
"chr7"	48211054	48687093	"ENST00000435803.6_3"	"ABCA13"	"+"	"protein_coding"	476039
"chr9"	3824126	4300068	"ENST00000381971.8_6"	"GLIS3"	"-"	"protein_coding"	475942
"chr8"	48173529	48648868	"ENST00000297423.9_3"	"SPIDR"	"+"	"protein_coding"	475339
"chr11"	26210388	26684835	"ENST00000672621.1_1"	"ANO3"	"+"	"protein_coding"	474447
"chr10"	20105360	20578785	"ENST00000377252.5_2"	"PLXDC2"	"+"	"protein_coding"	473425
"chr12"	66990626	67462942	"ENST00000643019.1_5"	"GRIP1"	"-"	"protein_coding"	472316
"chr6"	51480096	51952411	"ENST00000371117.8_4"	"PKHD1"	"-"	"protein_coding"	472315
"chr9"	78505588	78977891	"ENST00000674117.1_4"	"PCSK5"	"+"	"protein_coding"	472303
"chr5"	31639237	32111038	"ENST00000438447.2_2"	"PDZD2"	"+"	"protein_coding"	471801
"chr6"	38136226	38607705	"ENST00000481247.6_4"	"BTBD9"	"-"	"protein_coding"	471479
"chr4"	18420284	18890285	"ENST00000652661.1_1"	"AC093898.1"	"+"	"lncRNA"	470001
"chr18"	42792959	43262940	"ENST00000586448.5_1"	"SLC14A2"	"+"	"protein_coding"	469981
"chr2"	63346693	63815611	"ENST00000272321.12_5"	"WDPCP"	"-"	"protein_coding"	468918
"chr7"	101459183	101927250	"ENST00000437600.9_2"	"CUX1"	"+"	"protein_coding"	468067
"chr3"	34250455	34718461	"ENST00000659779.1_1"	"LINC01811"	"+"	"lncRNA"	468006
"chr2"	163227916	163695277	"ENST00000332142.10_4"	"KCNH7"	"-"	"protein_coding"	467361
"chr8"	91233724	91700091	"ENST00000667296.1_1"	"LINC00534"	"+"	"lncRNA"	466367
"chr5"	112357802	112824150	"ENST00000408903.7_4"	"MCC"	"-"	"protein_coding"	466348
"chrX"	140271507	140737305	"ENST00000662492.1_1"	"SPANXA2-OT1"	"+"	"lncRNA"	465798
"chr5"	93488670	93954276	"ENST00000513200.7_6"	"KIAA0825"	"-"	"protein_coding"	465606
"chrX"	35937850	36403432	"ENST00000378653.8_9"	"CFAP47"	"+"	"protein_coding"	465582
"chr7"	137065782	137531282	"ENST00000453654.6_6"	"DGKI"	"-"	"protein_coding"	465500
"chr2"	40013592	40478887	"ENST00000599740.1_2"	"SLC8A1-AS1"	"+"	"lncRNA"	465295
"chr3"	134514101	134979309	"ENST00000398015.8_2"	"EPHB1"	"+"	"protein_coding"	465208
"chr16"	85203130	85667738	"ENST00000637419.1_3"	"GSE1"	"+"	"protein_coding"	464608
"chr4"	150272860	150736995	"ENST00000636793.2_6"	"IQCM"	"-"	"protein_coding"	464135
"chr14"	89622515	90085474	"ENST00000345097.8_5"	"FOXN3"	"-"	"protein_coding"	462959
"chr6"	16299342	16761691	"ENST00000436367.6_3"	"ATXN1"	"-"	"protein_coding"	462349
"chrX"	123094544	123556514	"ENST00000469481.1_1"	"STAG2"	"+"	"processed_transcript"	461970
"chr7"	11409991	11871824	"ENST00000423059.9_7"	"THSD7A"	"-"	"protein_coding"	461833
"chr9"	16409500	16870668	"ENST00000380672.9_5"	"BNC2"	"-"	"protein_coding"	461168
"chr3"	146627471	147088443	"ENST00000473299.1_3"	"AC092957.1"	"-"	"lncRNA"	460972
"chr18"	5954715	6414910	"ENST00000317931.12_5"	"L3MBTL4"	"-"	"protein_coding"	460195
"chr15"	58306055	58766112	"ENST00000558239.5_3"	"ALDH1A2"	"-"	"protein_coding"	460057
"chr20"	50827181	51287117	"ENST00000666751.1_1"	"LINC01524"	"+"	"lncRNA"	459936
"chr2"	150444186	150903961	"ENST00000655697.1_1"	"MMADHC-DT"	"+"	"lncRNA"	459775
"chr5"	142149941	142608576	"ENST00000274498.9_3"	"ARHGAP26"	"+"	"protein_coding"	458635
"chr1"	210850164	211307471	"ENST00000367007.5_4"	"KCNH1"	"-"	"protein_coding"	457307
"chr7"	123672666	124129626	"ENST00000652254.1_2"	"AC006148.1"	"+"	"lncRNA"	456960
"chr4"	177765646	178222312	"ENST00000656694.1_3"	"AC097518.2"	"-"	"lncRNA"	456666
"chr1"	185703522	186160081	"ENST00000271588.9_2"	"HMCN1"	"+"	"protein_coding"	456559
"chr4"	19457058	19911315	"ENST00000511431.1_1"	"AC024230.1"	"+"	"lncRNA"	454257
"chr7"	131808099	132262060	"ENST00000359827.7_3"	"PLXNA4"	"-"	"protein_coding"	453961
"chr7"	43152245	43605600	"ENST00000395891.7_3"	"HECW1"	"+"	"protein_coding"	453355
"chr6"	166822875	167275999	"ENST00000510118.5_5"	"RPS6KA2"	"-"	"protein_coding"	453124
"chr2"	33172019	33624576	"ENST00000404816.7_5"	"LTBP1"	"+"	"protein_coding"	452557
"chr13"	32420849	32873242	"ENST00000645780.1_1"	"FRY"	"+"	"protein_coding"	452393
"chr3"	39851099	40301812	"ENST00000302541.11_2"	"MYRIP"	"+"	"protein_coding"	450713
"chr15"	29412456	29862927	"ENST00000261275.4_4"	"FAM189A1"	"-"	"protein_coding"	450471
"chr7"	79397365	79847403	"ENST00000649225.1_2"	"GNAI1"	"+"	"protein_coding"	450038
"chrX"	132669772	133119621	"ENST00000370818.8_3"	"GPC3"	"-"	"protein_coding"	449849
"chr16"	58783570	59233299	"ENST00000657379.1_1"	"AC106793.1"	"+"	"lncRNA"	449729
"chr11"	30900130	31349827	"ENST00000597505.5_5"	"DCDC1"	"-"	"protein_coding"	449697
"chr4"	5053206	5502716	"ENST00000282908.10_2"	"STK32B"	"+"	"protein_coding"	449510
"chr16"	53738068	54187318	"ENST00000637969.1_1"	"FTO"	"+"	"protein_coding"	449250
"chr5"	108083597	108532542	"ENST00000281092.9_2"	"FER"	"+"	"protein_coding"	448945
"chr18"	67068123	67516323	"ENST00000382713.10_2"	"DOK6"	"+"	"protein_coding"	448200
"chr2"	28113595	28561768	"ENST00000344773.6_1"	"BABAM2"	"+"	"protein_coding"	448173
"chr12"	83080684	83528645	"ENST00000321196.8_2"	"TMTC2"	"+"	"protein_coding"	447961
"chrX"	42111711	42558542	"ENST00000411879.5_1"	"Z93403.1"	"+"	"lncRNA"	446831
"chr17"	70642087	71088832	"ENST00000255559.7_4"	"SLC39A11"	"-"	"protein_coding"	446745
"chr13"	50656306	51102670	"ENST00000467721.5_3"	"DLEU1"	"+"	"lncRNA"	446364
"chr5"	169064278	169510386	"ENST00000520908.7_4"	"DOCK2"	"+"	"protein_coding"	446108
"chrX"	7896483	8342427	"ENST00000659022.1_1"	"AC079142.1"	"+"	"lncRNA"	445944
"chr18"	2043674	2489425	"ENST00000639316.2_4"	"AP005230.1"	"-"	"lncRNA"	445751
"chr16"	25703279	26149006	"ENST00000331351.6_2"	"HS3ST4"	"+"	"protein_coding"	445727
"chr14"	80962821	81408082	"ENST00000555265.6_7"	"CEP128"	"-"	"protein_coding"	445261
"chr5"	83236372	83680698	"ENST00000296591.10_6"	"EDIL3"	"-"	"protein_coding"	444326
"chr12"	13690270	14134536	"ENST00000609686.4_3"	"GRIN2B"	"-"	"protein_coding"	444266
"chrX"	112859586	113302310	"ENST00000468762.3_4"	"XACT"	"-"	"lncRNA"	442724
"chr1"	242246287	242687999	"ENST00000536534.7_4"	"PLD5"	"-"	"protein_coding"	441712
"chr3"	170136655	170578169	"ENST00000486975.1_2"	"AC026316.4"	"+"	"protein_coding"	441514
"chr5"	45255049	45696482	"ENST00000303230.6_4"	"HCN1"	"-"	"protein_coding"	441433
"chr13"	100741268	101182686	"ENST00000376279.7_1"	"PCCA"	"+"	"protein_coding"	441418
"chrX"	97705685	98147059	"ENST00000649508.1_1"	"AL157778.1"	"+"	"lncRNA"	441374
"chr21"	32490733	32931290	"ENST00000286827.7_3"	"TIAM1"	"-"	"protein_coding"	440557
"chr12"	128751947	129192460	"ENST00000435159.2_2"	"TMEM132C"	"+"	"protein_coding"	440513
"chr5"	113391765	113832197	"ENST00000512097.9_6"	"KCNN2"	"+"	"protein_coding"	440432
"chr7"	127292247	127732645	"ENST00000354725.8_2"	"SND1"	"+"	"protein_coding"	440398
"chr2"	213446080	213886269	"ENST00000415387.1_3"	"AC093865.1"	"-"	"lncRNA"	440189
"chr8"	56014587	56454613	"ENST00000327381.7_2"	"XKR4"	"+"	"protein_coding"	440026
"chr9"	11618529	12058227	"ENST00000649122.1_1"	"AL353595.1"	"+"	"lncRNA"	439698
"chr5"	15500288	15939902	"ENST00000504595.2_2"	"FBXL7"	"+"	"protein_coding"	439614
"chr3"	157823643	158262311	"ENST00000480820.5_3"	"RSRC1"	"+"	"protein_coding"	438668
"chr8"	102698770	103137135	"ENST00000395923.5_3"	"NCALD"	"-"	"protein_coding"	438365
"chrX"	10413595	10851773	"ENST00000380787.5_3"	"MID1"	"-"	"protein_coding"	438178
"chr5"	170289021	170727019	"ENST00000519949.5_1"	"RANBP17"	"+"	"nonsense_mediated_decay"	437998
"chr4"	140637906	141075338	"ENST00000509479.6_4"	"MAML3"	"-"	"protein_coding"	437432
"chr2"	218183889	218621316	"ENST00000486365.5_4"	"DIRC3"	"-"	"lncRNA"	437427
"chr10"	79998011	80434866	"ENST00000421324.4_1"	"AC012560.1"	"+"	"lncRNA"	436855
"chr5"	91378413	91815133	"ENST00000507217.5_2"	"AC114316.1"	"+"	"lncRNA"	436720
"chr6"	157097153	157531913	"ENST00000346085.10_6"	"ARID1B"	"+"	"protein_coding"	434760
"chr18"	72342975	72777625	"ENST00000299687.9_2"	"ZNF407"	"+"	"protein_coding"	434650
"chr1"	192460581	192894845	"ENST00000644134.1_3"	"AL390957.1"	"-"	"lncRNA"	434264
"chr2"	215114763	215548970	"ENST00000412896.5_4"	"AC068051.1"	"-"	"lncRNA"	434207
"chr18"	13218785	13652754	"ENST00000399848.7_2"	"LDLRAD4"	"+"	"protein_coding"	433969
"chr5"	7396250	7830194	"ENST00000338316.9_2"	"ADCY2"	"+"	"protein_coding"	433944
"chr8"	33462373	33896003	"ENST00000523063.5_1"	"AF279873.3"	"+"	"lncRNA"	433630
"chr8"	119201693	119634153	"ENST00000409003.5_6"	"SAMD12"	"-"	"protein_coding"	432460
"chr11"	109735020	110167337	"ENST00000645527.1_3"	"RDX"	"-"	"nonsense_mediated_decay"	432317
"chr8"	12940869	13372360	"ENST00000276297.9_4"	"DLC1"	"-"	"protein_coding"	431491
"chr4"	169418216	169849608	"ENST00000261509.10_2"	"PALLD"	"+"	"protein_coding"	431392
"chr14"	38080455	38510647	"ENST00000533625.5_1"	"TTC6"	"+"	"nonsense_mediated_decay"	430192
"chr5"	164776035	165205694	"ENST00000522189.1_1"	"AC008415.1"	"+"	"lncRNA"	429659
"chr16"	9847260	10276611	"ENST00000396573.6_3"	"GRIN2A"	"-"	"protein_coding"	429351
"chr13"	72012097	72441342	"ENST00000613252.5_5"	"DACH1"	"-"	"protein_coding"	429245
"chr15"	33057744	33486915	"ENST00000616417.5_4"	"FMN1"	"-"	"protein_coding"	429171
"chr16"	70835986	71264625	"ENST00000393567.7_7"	"HYDIN"	"-"	"protein_coding"	428639
