"pairid_mouse"	"pairid_human"	"SYMBOL_Host_mouse"	"SYMBOL_Nested_mouse"	"geneChr_Nested_mouse"	"geneStart_Nested_mouse"	"geneEnd_Nested_mouse"	"ENST_Nested_mouse"	"Strand_nested_mouse"	"biotype_nested_mouse"	"geneChr_Host_mouse"	"geneStart_Host_mouse"	"geneEnd_Host_mouse"	"ENST_Host_mouse"	"Strand_host_mouse"	"biotype_host_mouse"	"Overlap_size_mouse"	"Strandness_mouse"	"ENST_Host_Human"	"ENST_Nested_Human"	"geneChr_Nested_Human"	"geneStart_Nested_Human"	"geneEnd_Nested_Human"	"SYMBOL_Nested_Human"	"Strand_nested_Human"	"biotype_nested_Human"	"geneChr_Host_Human"	"geneStart_Host_Human"	"geneEnd_Host_Human"	"SYMBOL_Host_Human"	"Strand_host_Human"	"biotype_host_Human"	"Overlap_size_Human"	"Strandness_human"
"238"	"7082_ID"	"9659_ID"	"Sh3d19"	"Prss48"	"chr3"	85993809	86002491	"ENSMUST00000061343.3"	"-"	"protein_coding"	"chr3"	85971108	86130526	"ENSMUST00000238443.1"	"+"	"protein_coding"	8682	"opposite"	"ENST00000604030.7"	"ENST00000441586.2"	"chr4"	152198322	152212605	"PRSS48"	"+"	"protein_coding"	"chr4"	152041432	152246757	"SH3D19"	"-"	"protein_coding"	14283	"opposite"
"239"	"7083_ID"	"9661_ID"	"Sorcs2"	"Psapl1"	"chr5"	36204020	36206568	"ENSMUST00000052224.5"	"+"	"protein_coding"	"chr5"	36017179	36398124	"ENSMUST00000037370.13"	"-"	"protein_coding"	2548	"opposite"	"ENST00000507866.6"	"ENST00000319098.7"	"chr4"	7432011	7436657	"PSAPL1"	"-"	"protein_coding"	"chr4"	7194264	7744554	"SORCS2"	"+"	"protein_coding"	4646	"opposite"
"240"	"7090_ID"	"9684_ID"	"Veph1"	"Ptx3"	"chr3"	66219909	66225805	"ENSMUST00000029421.5"	"+"	"protein_coding"	"chr3"	66053557	66296837	"ENSMUST00000029419.7"	"-"	"protein_coding"	5896	"opposite"	"ENST00000362010.7"	"ENST00000295927.4"	"chr3"	157154638	157161422	"PTX3"	"+"	"protein_coding"	"chr3"	156977530	157221205	"VEPH1"	"-"	"protein_coding"	6784	"opposite"
"241"	"711_ID"	"6826_ID"	"Xpnpep3"	"Dnajb7"	"chr15"	81406925	81408299	"ENSMUST00000057236.4"	"-"	"protein_coding"	"chr15"	81400137	81457482	"ENSMUST00000163754.8"	"+"	"protein_coding"	1374	"opposite"	"ENST00000357137.9"	"ENST00000307221.5"	"chr22"	41255552	41258117	"DNAJB7"	"-"	"protein_coding"	"chr22"	41253151	41328819	"XPNPEP3"	"+"	"protein_coding"	2565	"opposite"
"242"	"7111_ID"	"9727_ID"	"Tdrd9"	"Rd3l"	"chr12"	111979110	111981317	"ENSMUST00000189759.6"	"-"	"protein_coding"	"chr12"	111971558	112068854	"ENSMUST00000079009.10"	"+"	"protein_coding"	2207	"opposite"	"ENST00000409874.9"	"ENST00000648118.1"	"chr14"	104406762	104408898	"RD3L"	"-"	"processed_transcript"	"chr14"	104394792	104519004	"TDRD9"	"+"	"protein_coding"	2136	"opposite"
"243"	"7118_ID"	"10541_ID"	"Cadps2"	"Rnf133"	"chr6"	23648868	23650305	"ENSMUST00000063548.3"	"-"	"protein_coding"	"chr6"	23262772	23839421	"ENSMUST00000163871.8"	"-"	"protein_coding"	1437	"same"	"ENST00000313070.11"	"ENST00000340112.3"	"chr7"	122337788	122339171	"RNF133"	"-"	"protein_coding"	"chr7"	121958478	122526813	"CADPS2"	"-"	"protein_coding"	1383	"same"
"244"	"7119_ID"	"10542_ID"	"Cadps2"	"Rnf148"	"chr6"	23653897	23655136	"ENSMUST00000104979.1"	"-"	"protein_coding"	"chr6"	23262772	23839421	"ENSMUST00000163871.8"	"-"	"protein_coding"	1239	"same"	"ENST00000313070.11"	"ENST00000434824.2"	"chr7"	122341721	122342976	"RNF148"	"-"	"protein_coding"	"chr7"	121958478	122526813	"CADPS2"	"-"	"protein_coding"	1255	"same"
"245"	"7128_ID"	"10734_ID"	"Parp16"	"Rnu5g"	"chr9"	65201725	65201841	"ENSMUST00000093721.1"	"-"	"snRNA"	"chr9"	65195352	65238430	"ENSMUST00000216702.1"	"+"	"protein_coding"	116	"opposite"	"ENST00000558873.1"	"ENST00000362698.1"	"chr15"	65588388	65588504	"RNU5A-1"	"+"	"snRNA"	"chr15"	65558914	65592956	"PARP16"	"-"	"processed_transcript"	116	"opposite"
"246"	"7151_ID"	"11985_ID"	"Ctps2"	"S100g"	"chrX"	162961991	162964599	"ENSMUST00000038769.2"	"-"	"protein_coding"	"chrX"	162901631	163032508	"ENSMUST00000033727.13"	"+"	"protein_coding"	2608	"opposite"	"ENST00000359276.9"	"ENST00000380200.3"	"chrX"	16668280	16672793	"S100G"	"+"	"protein_coding"	"chrX"	16606121	16730792	"CTPS2"	"-"	"protein_coding"	4513	"opposite"
"247"	"7163_ID"	"12005_ID"	"Gm45785"	"Scgb1c1"	"chr7"	140845546	140846769	"ENSMUST00000035300.6"	"+"	"protein_coding"	"chr7"	140818086	140856331	"ENSMUST00000209690.1"	"-"	"protein_coding"	1223	"opposite"	"ENST00000410108.5"	"ENST00000342878.3"	"chr11"	193077	194575	"SCGB1C1"	"+"	"protein_coding"	"chr11"	167783	207383	"BET1L"	"-"	"protein_coding"	1498	"opposite"
"248"	"7163_ID"	"12006_ID"	"Gm45785"	"Scgb1c1"	"chr7"	140845546	140846769	"ENSMUST00000035300.6"	"+"	"protein_coding"	"chr7"	140818086	140856331	"ENSMUST00000209690.1"	"-"	"protein_coding"	1223	"opposite"	"ENST00000410108.5"	"ENST00000595228.4"	"chr11"	193077	194575	"SCGB1C2"	"+"	"protein_coding"	"chr11"	167783	207383	"BET1L"	"-"	"protein_coding"	1498	"opposite"
"249"	"7169_ID"	"12041_ID"	"Pi4ka"	"Serpind1"	"chr16"	17331370	17343575	"ENSMUST00000023450.14"	"+"	"protein_coding"	"chr16"	17280350	17406314	"ENSMUST00000036161.11"	"-"	"protein_coding"	12205	"opposite"	"ENST00000255882.11"	"ENST00000215727.10"	"chr22"	21128400	21142008	"SERPIND1"	"+"	"protein_coding"	"chr22"	21061978	21213099	"PI4KA"	"-"	"protein_coding"	13608	"opposite"
"250"	"717_ID"	"6836_ID"	"Gm28038"	"Dolk"	"chr2"	30284230	30286334	"ENSMUST00000100219.4"	"-"	"protein_coding"	"chr2"	30281042	30301078	"ENSMUST00000143119.2"	"+"	"protein_coding"	2104	"opposite"	"ENST00000482796.1"	"ENST00000372586.4"	"chr9"	131707808	131709882	"DOLK"	"-"	"protein_coding"	"chr9"	131703756	131719300	"AL672142.1"	"+"	"protein_coding"	2074	"opposite"
"251"	"7173_ID"	"12069_ID"	"Tg"	"Sla"	"chr15"	66780818	66831646	"ENSMUST00000164163.7"	"-"	"protein_coding"	"chr15"	66670752	66850721	"ENSMUST00000065916.13"	"+"	"protein_coding"	51011	"opposite"	"ENST00000220616.9"	"ENST00000338087.10"	"chr8"	134048972	134114846	"SLA"	"-"	"protein_coding"	"chr8"	133879202	134147143	"TG"	"+"	"protein_coding"	66184	"opposite"
"252"	"7177_ID"	"12076_ID"	"Chat"	"Slc18a3"	"chr14"	32462437	32464850	"ENSMUST00000191501.1"	"-"	"protein_coding"	"chr14"	32408202	32465957	"ENSMUST00000070125.5"	"-"	"protein_coding"	2413	"same"	"ENST00000339797.5"	"ENST00000374115.5"	"chr10"	50818355	50820766	"SLC18A3"	"+"	"protein_coding"	"chr10"	50817140	50873150	"CHAT"	"+"	"protein_coding"	2411	"same"
"253"	"7189_ID"	"12100_ID"	"Mrps6"	"Slc5a3"	"chr16"	92058321	92087473	"ENSMUST00000113975.2"	"+"	"protein_coding"	"chr16"	92058269	92112227	"ENSMUST00000047429.8"	"+"	"protein_coding"	29152	"same"	"ENST00000488492.5"	"ENST00000381151.5"	"chr21"	35445877	35478559	"SLC5A3"	"+"	"protein_coding"	"chr21"	35445523	35515334	"MRPS6"	"+"	"processed_transcript"	32682	"same"
"254"	"719_ID"	"6837_ID"	"Dus2"	"Dpep2nb"	"chr8"	105995465	106005975	"ENSMUST00000227778.1"	"-"	"protein_coding"	"chr8"	105991336	106015842	"ENSMUST00000142898.1"	"+"	"protein_coding"	10510	"opposite"	"ENST00000575677.5"	"ENST00000574912.1"	"chr16"	68047338	68049814	"DPEP2NB"	"-"	"protein_coding"	"chr16"	68028688	68100276	"DUS2"	"+"	"protein_coding"	2476	"opposite"
"255"	"7192_ID"	"12124_ID"	"BC049715"	"Smco3"	"chr6"	136829926	136835450	"ENSMUST00000068293.3"	"-"	"protein_coding"	"chr6"	136827984	136839798	"ENSMUST00000204086.1"	"+"	"protein_coding"	5526	"opposite"	"ENST00000527783.1"	"ENST00000316048.2"	"chr12"	14957583	14967116	"SMCO3"	"-"	"protein_coding"	"chr12"	14956610	15059520	"C12orf60"	"+"	"processed_transcript"	9533	"opposite"
"256"	"7194_ID"	"12128_ID"	"Gtf2e2"	"Smim18"	"chr8"	33742111	33747770	"ENSMUST00000179364.2"	"-"	"protein_coding"	"chr8"	33731832	33777164	"ENSMUST00000170705.7"	"+"	"protein_coding"	5659	"opposite"	"ENST00000355904.9"	"ENST00000517349.2"	"chr8"	30496096	30503581	"SMIM18"	"+"	"protein_coding"	"chr8"	30435834	30515753	"GTF2E2"	"-"	"protein_coding"	7485	"opposite"
"257"	"7195_ID"	"12134_ID"	"Tpcn2"	"Smim38"	"chr7"	145205824	145208080	"ENSMUST00000208788.1"	"-"	"protein_coding"	"chr7"	145186523	145283931	"ENSMUST00000208328.1"	"-"	"protein_coding"	2295	"same"	"ENST00000637084.1"	"ENST00000641568.1"	"chr11"	68922945	68927220	"SMIM38"	"+"	"protein_coding"	"chr11"	68840382	68929908	"AP003071.5"	"+"	"nonsense_mediated_decay"	4275	"same"
"258"	"7196_ID"	"12137_ID"	"Recql5"	"Smim5"	"chr11"	115899965	115906269	"ENSMUST00000152171.7"	"+"	"protein_coding"	"chr11"	115892594	115933477	"ENSMUST00000021097.9"	"-"	"protein_coding"	6304	"opposite"	"ENST00000317905.10"	"ENST00000375215.3"	"chr17"	73629513	73637484	"SMIM5"	"+"	"protein_coding"	"chr17"	73622933	73663234	"RECQL5"	"-"	"protein_coding"	7971	"opposite"
"259"	"7206_ID"	"12163_ID"	"Ipo7"	"Snora23"	"chr7"	110046363	110046547	"ENSMUST00000082517.1"	"+"	"snoRNA"	"chr7"	110018273	110056609	"ENSMUST00000084731.4"	"+"	"protein_coding"	184	"same"	"ENST00000379719.8"	"ENST00000365128.1"	"chr11"	9450319	9450501	"SNORA23"	"+"	"snoRNA"	"chr11"	9406198	9469674	"IPO7"	"+"	"protein_coding"	182	"same"
"260"	"7221_ID"	"12177_ID"	"Zbed3"	"Snora47"	"chr13"	95330599	95330737	"ENSMUST00000157483.1"	"+"	"snoRNA"	"chr13"	95323611	95337841	"ENSMUST00000221807.1"	"+"	"protein_coding"	138	"same"	"ENST00000255198.3"	"ENST00000458862.1"	"chr5"	76376258	76376396	"SNORA47"	"-"	"snoRNA"	"chr5"	76367896	76383110	"ZBED3"	"-"	"protein_coding"	138	"same"
"261"	"7224_ID"	"12190_ID"	"Tbrg4"	"Snora5c"	"chr11"	6620318	6620454	"ENSMUST00000083752.1"	"-"	"snoRNA"	"chr11"	6615598	6626067	"ENSMUST00000189268.6"	"-"	"protein_coding"	136	"same"	"ENST00000395655.8"	"ENST00000364902.1"	"chr7"	45144504	45144641	"SNORA5C"	"-"	"snoRNA"	"chr7"	45139698	45151646	"TBRG4"	"-"	"protein_coding"	137	"same"
"262"	"7238_ID"	"12209_ID"	"Snhg4"	"Snora74a"	"chr18"	35557031	35557227	"ENSMUST00000083715.1"	"+"	"snoRNA"	"chr18"	35553409	35587708	"ENSMUST00000237592.1"	"+"	"protein_coding"	196	"same"	"ENST00000394800.6"	"ENST00000364089.1"	"chr5"	138614469	138614667	"SNORA74A"	"+"	"snoRNA"	"chr5"	138609792	138667360	"MATR3"	"+"	"protein_coding"	198	"same"
"263"	"7242_ID"	"12211_ID"	"Rpl32"	"Snora7a"	"chr6"	115807974	115808114	"ENSMUST00000082629.1"	"-"	"snoRNA"	"chr6"	115805504	115808747	"ENSMUST00000081840.5"	"-"	"protein_coding"	140	"same"	"ENST00000429711.7"	"ENST00000384765.1"	"chr3"	12881810	12881949	"SNORA7A"	"-"	"snoRNA"	"chr3"	12875983	12883064	"RPL32"	"-"	"protein_coding"	139	"same"
"264"	"7248_ID"	"12232_ID"	"Nop56"	"Snord110"	"chr2"	130275505	130275573	"ENSMUST00000116960.1"	"+"	"snoRNA"	"chr2"	130274429	130279313	"ENSMUST00000103198.10"	"+"	"protein_coding"	68	"same"	"ENST00000329276.10"	"ENST00000408189.1"	"chr20"	2634857	2634932	"SNORD110"	"+"	"snoRNA"	"chr20"	2633277	2639039	"NOP56"	"+"	"protein_coding"	75	"same"
"265"	"7268_ID"	"12373_ID"	"Rps13"	"Snord14a"	"chr7"	116333170	116333257	"ENSMUST00000082807.1"	"-"	"snoRNA"	"chr7"	116331504	116334195	"ENSMUST00000170953.2"	"-"	"protein_coding"	87	"same"	"ENST00000526895.5"	"ENST00000364533.1"	"chr11"	17097325	17097415	"SNORD14B"	"-"	"snoRNA"	"chr11"	17095935	17099253	"RPS13"	"-"	"processed_transcript"	90	"same"
"266"	"7269_ID"	"12374_ID"	"Hspa8"	"Snord14c"	"chr9"	40803582	40803668	"ENSMUST00000101927.1"	"+"	"snoRNA"	"chr9"	40800983	40805200	"ENSMUST00000015800.15"	"+"	"protein_coding"	86	"same"	"ENST00000453788.6"	"ENST00000365382.1"	"chr11"	122930042	122930130	"SNORD14C"	"-"	"snoRNA"	"chr11"	122928196	122933043	"HSPA8"	"-"	"protein_coding"	88	"same"
"267"	"7270_ID"	"12375_ID"	"Hspa8"	"Snord14d"	"chr9"	40803994	40804080	"ENSMUST00000083424.1"	"+"	"snoRNA"	"chr9"	40800983	40805200	"ENSMUST00000015800.15"	"+"	"protein_coding"	86	"same"	"ENST00000453788.6"	"ENST00000384390.1"	"chr11"	122929616	122929703	"SNORD14D"	"-"	"snoRNA"	"chr11"	122928196	122933043	"HSPA8"	"-"	"protein_coding"	87	"same"
"268"	"7272_ID"	"12377_ID"	"Rps3"	"Snord15a"	"chr7"	99482784	99482932	"ENSMUST00000083888.1"	"-"	"snoRNA"	"chr7"	99477895	99483738	"ENSMUST00000032998.12"	"-"	"protein_coding"	148	"same"	"ENST00000527446.5"	"ENST00000384214.1"	"chr11"	75111434	75111582	"SNORD15A"	"+"	"snoRNA"	"chr11"	75110574	75133324	"RPS3"	"+"	"protein_coding"	148	"same"
"269"	"7273_ID"	"12378_ID"	"Rps3"	"Snord15b"	"chr7"	99479562	99479707	"ENSMUST00000083032.1"	"-"	"snoRNA"	"chr7"	99477895	99483738	"ENSMUST00000032998.12"	"-"	"protein_coding"	145	"same"	"ENST00000527446.5"	"ENST00000384714.1"	"chr11"	75115464	75115610	"SNORD15B"	"+"	"snoRNA"	"chr11"	75110574	75133324	"RPS3"	"+"	"protein_coding"	146	"same"
"270"	"7274_ID"	"12379_ID"	"Rpl4"	"Snord16a"	"chr9"	64175422	64175521	"ENSMUST00000083895.1"	"+"	"snoRNA"	"chr9"	64173374	64178666	"ENSMUST00000034966.8"	"+"	"protein_coding"	99	"same"	"ENST00000568588.5"	"ENST00000362803.1"	"chr15"	66795149	66795248	"SNORD16"	"-"	"snoRNA"	"chr15"	66791660	66816870	"RPL4"	"-"	"protein_coding"	99	"same"
"271"	"7275_ID"	"12380_ID"	"Snx5"	"Snord17"	"chr2"	144265978	144266216	"ENSMUST00000104526.1"	"-"	"snoRNA"	"chr2"	144250122	144270906	"ENSMUST00000110030.9"	"-"	"protein_coding"	238	"same"	"ENST00000377768.7"	"ENST00000390930.1"	"chr20"	17943352	17943589	"SNORD17"	"-"	"snoRNA"	"chr20"	17922240	17949623	"SNX5"	"-"	"protein_coding"	237	"same"
"272"	"7292_ID"	"12400_ID"	"Rps11"	"Snord35b"	"chr7"	45123024	45123111	"ENSMUST00000082833.1"	"-"	"snoRNA"	"chr7"	45122378	45124439	"ENSMUST00000003521.9"	"-"	"protein_coding"	87	"same"	"ENST00000600027.5"	"ENST00000363660.1"	"chr19"	50000976	50001063	"SNORD35B"	"+"	"snoRNA"	"chr19"	49999621	50002946	"RPS11"	"+"	"retained_intron"	87	"same"
"273"	"7295_ID"	"12404_ID"	"Rps8"	"Snord38a"	"chr4"	117154513	117154584	"ENSMUST00000083746.1"	"-"	"snoRNA"	"chr4"	117153826	117156243	"ENSMUST00000102696.4"	"-"	"protein_coding"	71	"same"	"ENST00000396651.8"	"ENST00000365161.1"	"chr1"	45243514	45243584	"SNORD38A"	"+"	"snoRNA"	"chr1"	45241211	45244451	"RPS8"	"+"	"protein_coding"	70	"same"
"274"	"7296_ID"	"12406_ID"	"Rpl23a"	"Snord42a"	"chr11"	78181298	78181363	"ENSMUST00000082606.1"	"-"	"snoRNA"	"chr11"	78180934	78183584	"ENSMUST00000102483.4"	"-"	"protein_coding"	65	"same"	"ENST00000422514.7"	"ENST00000459584.1"	"chr17"	27050446	27050510	"SNORD42A"	"+"	"snoRNA"	"chr17"	27047002	27051377	"RPL23A"	"+"	"protein_coding"	64	"same"
"275"	"7298_ID"	"12407_ID"	"Rpl23a"	"Snord42b"	"chr11"	78183055	78183124	"ENSMUST00000083742.1"	"-"	"snoRNA"	"chr11"	78180934	78183584	"ENSMUST00000102483.4"	"-"	"protein_coding"	69	"same"	"ENST00000422514.7"	"ENST00000458893.1"	"chr17"	27047567	27047634	"SNORD42B"	"+"	"snoRNA"	"chr17"	27047002	27051377	"RPL23A"	"+"	"protein_coding"	67	"same"
"276"	"7300_ID"	"12409_ID"	"Rabggtb"	"Snord45b"	"chr3"	153910562	153910633	"ENSMUST00000082797.1"	"-"	"snoRNA"	"chr3"	153907288	153913009	"ENSMUST00000089950.10"	"-"	"protein_coding"	71	"same"	"ENST00000319942.8"	"ENST00000364617.1"	"chr1"	76255161	76255233	"SNORD45B"	"+"	"snoRNA"	"chr1"	76251940	76260771	"RABGGTB"	"+"	"protein_coding"	72	"same"
"277"	"7301_ID"	"12411_ID"	"Rabggtb"	"Snord45c"	"chr3"	153912124	153912204	"ENSMUST00000083529.1"	"-"	"snoRNA"	"chr3"	153907288	153913009	"ENSMUST00000089950.10"	"-"	"protein_coding"	80	"same"	"ENST00000319942.8"	"ENST00000383893.1"	"chr1"	76252756	76252835	"SNORD45C"	"+"	"snoRNA"	"chr1"	76251940	76260771	"RABGGTB"	"+"	"protein_coding"	79	"same"
"278"	"7305_ID"	"12415_ID"	"Rpl23a"	"Snord4a"	"chr11"	78181685	78181756	"ENSMUST00000104437.1"	"-"	"snoRNA"	"chr11"	78180934	78183584	"ENSMUST00000102483.4"	"-"	"protein_coding"	71	"same"	"ENST00000422514.7"	"ENST00000459174.1"	"chr17"	27049599	27049671	"SNORD4A"	"+"	"snoRNA"	"chr17"	27047002	27051377	"RPL23A"	"+"	"protein_coding"	72	"same"
"279"	"7310_ID"	"12419_ID"	"Wdr43"	"Snord53"	"chr17"	71640878	71640956	"ENSMUST00000175146.1"	"+"	"snoRNA"	"chr17"	71616214	71659031	"ENSMUST00000047086.9"	"+"	"protein_coding"	78	"same"	"ENST00000407426.8"	"ENST00000579969.1"	"chr2"	29149932	29150010	"SNORD53"	"+"	"snoRNA"	"chr2"	29117532	29171085	"WDR43"	"+"	"protein_coding"	78	"same"
"280"	"7311_ID"	"12422_ID"	"Rps8"	"Snord55"	"chr4"	117155769	117155848	"ENSMUST00000174939.1"	"-"	"snoRNA"	"chr4"	117153826	117156243	"ENSMUST00000102696.4"	"-"	"protein_coding"	79	"same"	"ENST00000396651.8"	"ENST00000581525.1"	"chr1"	45241535	45241615	"SNORD55"	"+"	"snoRNA"	"chr1"	45241211	45244451	"RPS8"	"+"	"protein_coding"	80	"same"
"281"	"7314_ID"	"12434_ID"	"Atp5b"	"Snord59a"	"chr10"	128084142	128084216	"ENSMUST00000082844.1"	"+"	"snoRNA"	"chr10"	128083272	128090391	"ENSMUST00000026459.5"	"+"	"protein_coding"	74	"same"	"ENST00000262030.8"	"ENST00000384304.1"	"chr12"	57038810	57038885	"SNORD59A"	"-"	"snoRNA"	"chr12"	57031958	57039768	"ATP5F1B"	"-"	"protein_coding"	75	"same"
"282"	"7321_ID"	"12437_ID"	"Ckap5"	"Snord67"	"chr2"	91596069	91596180	"ENSMUST00000104033.1"	"+"	"snoRNA"	"chr2"	91526761	91620664	"ENSMUST00000111338.9"	"+"	"protein_coding"	111	"same"	"ENST00000529230.6"	"ENST00000390833.1"	"chr11"	46783938	46784049	"SNORD67"	"-"	"snoRNA"	"chr11"	46764597	46867831	"CKAP5"	"-"	"protein_coding"	3734	"same"
"283"	"7322_ID"	"12438_ID"	"Rpl13"	"Snord68"	"chr8"	123103037	123103123	"ENSMUST00000082516.1"	"+"	"snoRNA"	"chr8"	123102349	123105244	"ENSMUST00000000756.5"	"+"	"protein_coding"	86	"same"	"ENST00000311528.10"	"ENST00000363214.1"	"chr16"	89627841	89627925	"SNORD68"	"+"	"snoRNA"	"chr16"	89627089	89630950	"RPL13"	"+"	"protein_coding"	84	"same"
"284"	"7324_ID"	"12439_ID"	"Gnl3"	"Snord69"	"chr14"	31014286	31014366	"ENSMUST00000104024.1"	"-"	"snoRNA"	"chr14"	31012432	31019152	"ENSMUST00000037739.7"	"-"	"protein_coding"	80	"same"	"ENST00000394799.6"	"ENST00000391150.1"	"chr3"	52726751	52726828	"SNORD69"	"+"	"snoRNA"	"chr3"	52720031	52728508	"GNL3"	"+"	"protein_coding"	77	"same"
"285"	"7326_ID"	"12441_ID"	"Nop58"	"Snord70"	"chr1"	59691933	59692020	"ENSMUST00000104157.1"	"+"	"snoRNA"	"chr1"	59685008	59719044	"ENSMUST00000191142.6"	"+"	"protein_coding"	87	"same"	"ENST00000264279.10"	"ENST00000391232.1"	"chr2"	203141153	203141241	"SNORD70"	"+"	"snoRNA"	"chr2"	203130485	203168384	"NOP58"	"+"	"protein_coding"	1762	"same"
"286"	"7327_ID"	"12442_ID"	"Ap1g1"	"Snord71"	"chr8"	109839294	109839379	"ENSMUST00000104361.1"	"+"	"snoRNA"	"chr8"	109778553	109864204	"ENSMUST00000093157.12"	"+"	"protein_coding"	85	"same"	"ENST00000299980.9"	"ENST00000411292.1"	"chr16"	71792304	71792390	"SNORD71"	"-"	"snoRNA"	"chr16"	71762902	71842737	"AP1G1"	"-"	"protein_coding"	86	"same"
"287"	"7328_ID"	"12443_ID"	"Rpl37"	"Snord72"	"chr15"	5118403	5118484	"ENSMUST00000104549.1"	"+"	"snoRNA"	"chr15"	5116644	5119140	"ENSMUST00000045356.8"	"+"	"protein_coding"	81	"same"	"ENST00000274242.10"	"ENST00000390994.1"	"chr5"	40832757	40832837	"SNORD72"	"-"	"snoRNA"	"chr5"	40825363	40835324	"RPL37"	"-"	"protein_coding"	80	"same"
"288"	"7329_ID"	"12445_ID"	"Rps3a1"	"Snord73a"	"chr3"	86138790	86138858	"ENSMUST00000083050.1"	"-"	"snoRNA"	"chr3"	86137939	86142702	"ENSMUST00000029722.6"	"-"	"protein_coding"	68	"same"	"ENST00000274065.9"	"ENST00000386062.1"	"chr4"	152024978	152025043	"SNORD73A"	"+"	"snoRNA"	"chr4"	152020779	152025794	"RPS3A"	"+"	"protein_coding"	65	"same"
"289"	"733_ID"	"6869_ID"	"Cenpp"	"Ecm2"	"chr13"	49504809	49532789	"ENSMUST00000051504.7"	"+"	"protein_coding"	"chr13"	49464022	49652785	"ENSMUST00000021818.8"	"-"	"protein_coding"	27980	"opposite"	"ENST00000375587.8"	"ENST00000444490.6"	"chr9"	95255835	95298374	"ECM2"	"-"	"protein_coding"	"chr9"	95088234	95382811	"CENPP"	"+"	"protein_coding"	43102	"opposite"
"290"	"7331_ID"	"12448_ID"	"Chd8"	"Snord8"	"chr14"	52209784	52209894	"ENSMUST00000175303.1"	"-"	"snoRNA"	"chr14"	52198150	52257780	"ENSMUST00000200169.5"	"-"	"protein_coding"	110	"same"	"ENST00000646647.2"	"ENST00000363915.1"	"chr14"	21865450	21865560	"SNORD8"	"-"	"snoRNA"	"chr14"	21853357	21924282	"CHD8"	"-"	"protein_coding"	110	"same"
"291"	"7334_ID"	"12449_ID"	"Ncl"	"Snord82"	"chr1"	86356260	86356330	"ENSMUST00000082889.1"	"-"	"snoRNA"	"chr1"	86344718	86359400	"ENSMUST00000027438.7"	"-"	"protein_coding"	70	"same"	"ENST00000461347.5"	"ENST00000365530.1"	"chr2"	232325081	232325151	"SNORD82"	"-"	"snoRNA"	"chr2"	232319618	232348352	"NCL"	"-"	"retained_intron"	70	"same"
"292"	"7335_ID"	"12452_ID"	"Rpl3"	"Snord83b"	"chr15"	80078497	80078591	"ENSMUST00000104546.1"	"-"	"snoRNA"	"chr15"	80077790	80083406	"ENSMUST00000081650.14"	"-"	"protein_coding"	94	"same"	"ENST00000465618.5"	"ENST00000386745.1"	"chr22"	39709823	39709916	"SNORD83B"	"-"	"snoRNA"	"chr22"	39708888	39716394	"RPL3"	"-"	"processed_transcript"	93	"same"
"293"	"7343_ID"	"12460_ID"	"Rc3h2"	"Snord90"	"chr2"	37400046	37400157	"ENSMUST00000104568.1"	"-"	"snoRNA"	"chr2"	37370068	37422903	"ENSMUST00000112934.7"	"-"	"protein_coding"	111	"same"	"ENST00000357244.7"	"ENST00000391145.1"	"chr9"	125642491	125642602	"SNORD90"	"-"	"snoRNA"	"chr9"	125606834	125667638	"RC3H2"	"-"	"protein_coding"	111	"same"
"294"	"7345_ID"	"12463_ID"	"Wdr43"	"Snord92"	"chr17"	71631280	71631365	"ENSMUST00000175548.1"	"+"	"snoRNA"	"chr17"	71616214	71659031	"ENSMUST00000047086.9"	"+"	"protein_coding"	85	"same"	"ENST00000407426.8"	"ENST00000585078.1"	"chr2"	29136529	29136614	"SNORD92"	"+"	"snoRNA"	"chr2"	29117532	29171085	"WDR43"	"+"	"protein_coding"	85	"same"
"295"	"7348_ID"	"12466_ID"	"Rack1"	"Snord96a"	"chr11"	48802031	48802112	"ENSMUST00000082791.1"	"+"	"snoRNA"	"chr11"	48800359	48806434	"ENSMUST00000020640.7"	"+"	"protein_coding"	81	"same"	"ENST00000507000.5"	"ENST00000606577.1"	"chr5"	180668813	180668892	"SNORD96A"	"-"	"snoRNA"	"chr5"	180665169	180675096	"RACK1"	"-"	"protein_coding"	79	"same"
"296"	"7352_ID"	"12480_ID"	"Snrpn"	"Snurf"	"chr7"	59995448	60005049	"ENSMUST00000194059.1"	"-"	"protein_coding"	"chr7"	59982501	60140219	"ENSMUST00000098402.4"	"-"	"protein_coding"	9601	"same"	"ENST00000400100.5"	"ENST00000580062.5"	"chr15"	25200150	25222997	"SNURF"	"+"	"nonsense_mediated_decay"	"chr15"	25068793	25223729	"SNRPN"	"+"	"protein_coding"	22865	"same"
"297"	"7387_ID"	"12574_ID"	"Arl13b"	"Stx19"	"chr16"	62814675	62824346	"ENSMUST00000055557.5"	"+"	"protein_coding"	"chr16"	62793684	62847040	"ENSMUST00000089289.5"	"-"	"protein_coding"	9671	"opposite"	"ENST00000535334.5"	"ENST00000315099.3"	"chr3"	93733208	93747441	"STX19"	"-"	"protein_coding"	"chr3"	93698982	93774512	"ARL13B"	"+"	"protein_coding"	14233	"opposite"
